umap0,umap1,umap2,umap3,umap4,attack
11.438792,8.417627,6.083605,5.8680153,5.1453137,0
8.843519,2.17858,6.7143607,6.43438,3.3326192,0
6.9034348,2.31791,5.5542755,3.910552,7.911709,0
6.8509407,3.1228611,5.114813,2.8660824,7.585058,0
9.69415,2.6910574,3.7075815,8.497342,7.009205,0
7.967917,1.8346055,7.184887,5.928488,3.859921,0
11.560795,8.856321,6.247909,5.82499,5.35517,0
11.607147,9.541185,6.362724,5.7559714,5.6542826,0
4.5824947,4.964579,2.5559433,3.9587245,5.6853294,0
6.655296,2.8034859,6.2884545,3.023554,8.313185,0
6.914085,3.46013,4.3286867,2.1530056,7.095071,0
6.275541,3.3097572,5.9071755,2.880825,8.064785,0
2.5282743,6.8359413,1.7593563,4.387402,5.3721232,0
2.0353732,3.9607768,6.389859,3.5132155,5.1884913,0
11.542967,9.476568,6.265035,5.6647305,5.5033293,0
10.085358,2.907927,5.0279775,7.7316456,4.5317545,0
11.95567,7.857784,7.438821,5.4280806,5.525354,0
7.4882507,3.609648,3.7390969,1.858255,6.205061,0
12.035667,6.40609,8.3034935,7.371059,5.176411,0
9.243246,2.8634183,6.2473474,2.450852,5.819272,0
11.535232,7.9292707,6.6164966,5.877634,5.43592,0
6.9688487,1.3388352,5.9112434,3.5759645,7.707141,0
11.551955,4.4479127,7.1489706,6.085151,3.6332939,0
11.493583,7.7647424,6.6383314,6.0169363,5.624182,0
2.891451,6.7905498,1.74229,4.604054,5.3267403,0
11.491015,9.274591,6.0440855,5.496824,5.277849,0
7.2310977,2.1655464,6.3392334,3.2900686,8.150302,0
0.07533298,4.3605433,6.8935323,3.8298118,4.644274,0
11.872829,5.2919555,7.8346786,6.7758975,4.3129053,0
0.6412556,4.2386928,6.8216276,3.7596986,5.17718,0
7.2333446,1.7657675,7.7329693,5.542747,3.158471,0
11.3603,4.2808247,6.815214,5.823331,3.5752487,0
9.560932,2.741385,4.2631574,8.316734,5.788177,0
11.577409,5.785477,7.2057934,6.8014426,4.836572,0
6.8343225,2.1214454,5.8697376,3.6903229,8.194203,0
11.432945,5.2202554,7.166766,6.6055393,4.4927793,0
11.441658,6.46041,6.1646757,5.0711207,4.3418508,0
11.842553,4.694602,7.3122425,6.062656,3.694113,0
11.837986,7.5676436,7.501756,6.548284,5.7038484,0
4.0139036,5.9275455,2.1308453,4.374981,5.418958,0
7.982517,1.5825008,7.481489,5.545876,3.428748,0
11.905896,6.338065,7.8794656,6.982862,5.073004,0
8.461549,3.4017649,6.4068327,3.0673172,7.2863445,0
11.544954,9.225748,6.1309443,5.828615,5.399113,0
11.561109,4.896215,7.0941505,6.4474273,4.1406226,0
6.7738657,2.6063433,5.900883,3.6939487,8.234517,0
3.2959416,6.630116,1.8983217,4.494946,5.3366117,0
10.600964,2.452016,5.0642242,7.406746,3.8829186,0
6.849828,2.0667737,6.0808043,3.0285475,8.209549,0
4.112828,5.7328777,2.1217,4.363445,5.5527344,0
11.252907,7.1015716,5.524757,4.814648,4.0763717,0
6.9713616,1.9732465,6.000693,3.281672,8.054011,0
9.814422,2.5767932,3.7989664,8.439538,6.6262484,0
11.515063,8.211074,5.5627785,5.732914,4.8941345,0
9.58256,2.8416286,3.8077967,8.508633,6.97352,0
10.49496,2.8110168,5.10992,7.4886484,4.404658,0
4.19648,5.6362295,2.2768292,4.1358957,5.4798455,0
11.919674,8.794412,7.354946,5.8124676,5.9347105,0
3.0059624,6.678129,1.8001336,4.4863296,5.4309516,0
0.9262641,4.0371,6.731199,3.7569318,5.307427,0
7.0136437,3.518785,4.8835535,2.3795269,7.471351,0
11.593431,9.57965,6.3269887,5.774103,5.6190014,0
11.741182,9.47973,6.9037867,5.8690267,5.9261775,0
11.909593,8.490045,7.351742,5.710485,5.83231,0
7.2846565,1.7575482,7.7410197,5.559258,3.1215513,0
10.347985,2.2134516,5.344864,6.9007626,3.6368246,0
11.77228,7.8141274,7.294799,6.3101773,5.7296224,0
11.315851,8.205038,5.9435544,5.3521314,4.9747286,0
8.855872,2.526681,6.1459064,2.6048422,6.4360847,0
10.534709,2.9408395,5.2470393,7.4145837,4.2649107,0
7.3211174,2.307119,5.774787,3.9124794,7.9385476,0
11.84255,8.089098,7.263877,5.776415,5.768499,0
11.215653,5.2907915,7.0110264,6.7774453,4.8298445,0
11.452641,7.0253553,6.4954844,5.416537,4.9915214,0
11.244649,8.015125,6.350901,5.70823,5.261847,0
11.599239,9.682002,6.347685,5.8007417,5.625254,0
11.633185,7.318101,6.801086,5.2134247,5.1477985,0
11.244965,4.4020896,7.0622163,6.080029,3.8641663,0
6.808214,3.4936905,5.2944264,2.439521,7.6821113,0
11.093023,7.879764,5.5761642,4.5643854,4.4138947,0
11.641572,6.2393656,7.561217,7.062825,5.2465024,0
3.9696698,5.771601,2.0752082,4.4326534,5.518,0
11.589522,6.6438756,6.89337,6.3644085,4.878337,0
11.641405,8.163787,6.856272,5.9046702,5.788688,0
0.30743894,4.331826,6.731777,3.8610926,5.3147025,0
7.153876,3.737118,4.3556,2.256598,7.064262,0
8.687574,3.2333314,6.6307054,2.9447942,7.162519,0
6.982597,3.5402553,4.392086,2.3519654,7.1532545,0
3.9950194,5.551251,1.9971216,4.2630725,5.4614396,0
4.0386124,4.995859,2.0470934,3.8886356,5.3615932,0
6.6414523,3.3448853,5.4094586,2.5755663,7.6665325,0
11.305958,5.3218827,7.195959,6.901813,4.8887076,0
9.022665,2.835348,6.385763,2.783465,6.6686277,0
10.049138,2.5928829,4.2996483,8.357686,5.3810854,0
1.8902801,4.0114455,6.4593306,3.6335788,5.379593,0
10.485494,2.0345023,5.034778,7.1577063,3.7466097,0
3.0960624,6.486439,1.7595675,4.4986634,5.3777733,0
11.18542,7.9906588,5.4233947,4.6492043,4.3014154,0
4.5697327,5.3913345,2.50866,4.105249,5.6773505,0
12.054034,6.412185,8.282248,7.354257,5.1635785,0
7.2359505,2.7179253,6.251491,3.422368,8.415845,0
9.611686,2.436284,4.681035,7.6967764,4.9219213,0
11.473135,4.6069837,6.870522,6.1614733,3.7992008,0
9.431734,2.8482924,3.9552484,8.457615,6.6270857,0
9.174013,3.3094547,6.6093965,2.8336654,6.7307644,0
7.871009,1.6011602,7.6029873,5.6044946,2.8099072,0
1.7627523,3.8831565,6.4734535,3.6301353,5.1390543,0
9.608948,2.6070995,5.5653787,6.898782,4.4093704,0
11.873895,8.447571,7.3285923,5.806041,5.7912903,0
11.6064205,9.022715,6.358689,5.860641,5.503268,0
7.2894626,3.6366494,3.9483407,2.0724666,6.6328764,0
6.9289794,3.3768876,5.3973637,2.7897065,7.6727796,0
9.799855,3.2961667,4.259176,8.844196,5.966289,0
6.845075,3.3748908,4.277089,2.318996,7.0794435,0
3.3146324,6.702703,1.8997898,4.5524135,5.3603406,0
2.001118,4.035258,6.4237885,3.556488,5.3300395,0
6.1566353,2.5849175,5.923458,3.6274955,8.332223,0
11.45292,7.366889,6.2949514,5.8598433,5.4932013,0
11.31519,8.103097,6.317857,5.773943,5.2315397,0
3.9284046,4.925579,2.0902326,3.8115761,5.4141703,0
6.9138093,3.5296686,4.8138523,2.3049588,7.4445353,0
11.569164,9.524356,6.198558,5.837113,5.5158086,0
3.4398322,6.697669,1.9284036,4.5923705,5.5260134,0
6.3554673,3.3142807,5.9139023,2.7904856,7.998818,0
11.311845,8.112468,6.2884173,5.495573,5.2946563,0
7.1714334,3.1633868,3.6163938,1.5381653,5.9695187,0
9.594561,2.7409077,3.9588807,8.600931,6.313045,0
11.508603,8.112734,6.4738083,6.1750207,5.3467727,0
11.504648,8.299797,6.5803885,6.0698724,5.5860534,0
11.476155,4.251814,7.021272,5.8446236,3.4791818,0
9.090406,1.3471029,6.804537,5.1872053,4.1467805,0
6.4050207,2.8564458,5.967222,3.293927,8.271607,0
8.156779,1.696047,7.3257556,5.5807314,3.7801557,0
10.028853,3.1267638,5.199833,7.6362033,4.643269,0
9.32605,2.716353,4.578479,7.8272004,5.4325166,0
8.4838085,3.1006253,6.319312,2.8080366,6.9927816,0
9.941035,2.9360523,4.4022403,8.532128,5.4173136,0
8.592542,2.82798,6.4898887,3.0023758,6.9308586,0
9.818359,3.1500604,4.3638115,8.688688,5.6738005,0
8.243878,3.028834,6.393486,3.0421119,7.169772,0
7.2943707,3.6887352,4.4989223,2.4825854,7.0433407,0
0.41817424,4.0156803,6.8801966,3.9122448,4.873381,0
8.290771,2.630941,6.2840753,3.1576073,6.843555,0
11.757883,7.713944,7.0052643,5.1319594,5.2918854,0
8.870618,1.4285585,6.90438,5.3809724,4.369956,0
6.7394114,3.4062219,5.781738,2.630694,7.9022346,0
0.9557544,3.8661265,6.862113,3.636481,4.545933,0
9.539886,2.8871462,3.860808,8.542534,6.8893557,0
10.697896,2.3555796,5.0766535,7.2878904,3.8071752,0
9.588376,2.793229,3.772959,8.496904,6.9890466,0
1.2600574,3.687069,6.8188205,3.702323,3.8276677,0
11.67561,8.355909,7.1184063,6.4091988,5.77752,0
1.5038189,3.9259853,6.5679555,3.7100587,5.2599535,0
9.3047285,2.8219905,4.170238,8.212005,6.3265295,0
9.831862,2.4613798,4.2479005,8.20568,5.5231338,0
4.5243998,4.903223,2.3561502,3.968693,5.55065,0
11.301354,8.150006,6.2618213,5.579484,5.2171855,0
8.455122,1.6748095,7.3676844,5.4085326,3.747956,0
6.3410926,1.48568,6.0544086,3.2350686,8.073571,0
2.8271756,6.4590187,1.7156975,4.39399,5.2641697,0
10.51723,2.5311813,5.4995236,6.9241242,3.649852,0
9.6912985,3.2694995,4.215493,8.81825,6.066521,0
10.131023,2.8493876,5.1565037,7.548166,4.367916,0
6.929906,2.5625098,5.882101,3.7471318,8.194565,0
11.638613,6.966838,6.9561872,5.9361196,5.3011956,0
6.457296,3.281569,5.865892,2.835215,8.031778,0
8.2108555,1.7342917,7.3134995,5.9046803,3.393439,0
11.873353,8.371075,7.507693,6.4797077,6.054626,0
11.525188,9.420623,6.1585207,5.696887,5.39739,0
7.4383307,3.7474666,3.9439852,2.0936904,6.562944,0
11.889726,8.466891,7.503995,6.46505,6.0402565,0
7.354816,1.9297098,5.849788,3.8110046,7.8015237,0
11.796297,7.740794,7.1929173,5.9334598,5.6503654,0
2.0606506,3.9042666,6.638245,3.7392128,5.0103245,0
7.095681,1.6133078,6.1243386,3.2826777,8.059087,0
4.7249355,4.417984,2.5319633,3.7075963,5.546694,0
7.411103,3.7146692,3.9020047,2.0067909,6.5340624,0
6.8048153,3.2341518,4.454476,2.312748,7.1996465,0
11.89997,6.305191,7.8224196,6.8776665,5.020581,0
7.378724,1.771207,7.561519,5.808964,3.785488,0
8.079038,1.7530129,7.5494285,5.9016814,3.4699233,0
11.633057,4.684303,7.199823,6.286739,3.8380363,0
10.178972,2.6109927,5.4581223,7.0181327,4.010609,0
8.997241,1.7621875,6.9301796,4.977692,4.360997,0
8.616297,3.115681,6.6024218,3.1802652,7.108082,0
11.159006,7.7918134,6.25409,5.4371076,5.166844,0
10.061924,2.1194742,5.111325,7.138903,3.9926305,0
11.453833,5.587218,7.0007744,6.5295057,4.687876,0
6.5995965,2.5335567,4.871284,3.3302681,7.4594007,0
6.9842668,1.7912896,5.8304076,3.8231292,7.904829,0
8.19746,3.1285603,6.466247,2.9863105,7.2093997,0
9.154026,3.68482,6.78747,3.124815,6.807658,0
11.275951,5.4672194,7.0550504,6.800747,4.9268546,0
11.892461,8.534443,7.308795,5.7538905,5.846557,0
8.2897625,1.8208995,7.1702914,5.727631,4.2749605,0
8.2846155,1.6720387,7.0644765,5.7827926,3.7565625,0
11.490793,8.608133,5.9148426,5.8298182,5.1457872,0
9.764889,3.2338538,4.16626,8.878048,6.085842,0
6.877841,3.4047596,5.440753,2.7558033,7.661857,0
7.577598,3.251796,6.29822,2.892162,7.6196156,0
9.554401,3.2257545,6.442679,2.5039382,5.849452,0
11.446679,5.9428678,7.2577276,6.955013,5.1606216,0
8.359724,1.8737849,7.007062,5.996111,4.408976,0
6.187655,2.7345037,5.9966035,3.52062,7.9504595,0
0.37230316,4.395236,6.7362633,3.7903645,5.3649983,0
10.987767,7.2947354,5.810459,4.841585,4.692193,0
11.475743,9.183021,6.0310907,5.4983783,5.277647,0
8.955937,1.6128736,6.8079753,5.529193,4.176424,0
11.670186,8.259503,6.6606607,5.9910145,5.577196,0
9.372375,2.840624,4.0439086,8.349779,6.456687,0
11.829529,7.907414,7.295267,5.9961805,5.787018,0
6.9863105,3.2712824,4.9353356,2.7139442,7.452048,0
11.651724,5.815024,7.614562,6.9703813,4.934658,0
11.316835,5.5431294,7.174399,6.9049573,5.034979,0
8.902517,1.675734,6.89942,5.41969,4.3365035,0
8.302614,2.8253963,6.199223,3.3569005,7.177741,0
7.7433133,1.6387177,7.5272684,5.7507787,3.504802,0
1.3807656,4.411196,6.3604493,3.706139,5.712439,0
9.414242,2.948433,6.334665,2.3522642,6.021898,0
7.3095837,3.4234314,3.9237752,2.261124,6.513491,0
12.00448,6.1783504,8.094854,7.2281613,4.9970202,0
11.5151205,5.6553516,7.138909,6.7548385,4.795654,0
11.5281515,8.075781,6.811937,6.4978867,5.771676,0
9.988532,2.6935747,4.016884,8.683301,5.943814,0
7.7977533,2.8428662,6.3957434,2.5268033,7.0288754,0
10.090757,2.6841125,4.1102204,8.611844,5.7435193,0
6.9934,3.3396587,5.7357416,2.7605345,7.7253127,0
0.12964487,4.2691364,6.8986244,3.873374,4.536242,0
7.020514,2.8608584,6.1409674,3.304608,8.445919,0
1.9081943,4.030467,6.643572,3.736146,5.2582536,0
9.733633,3.1962821,4.1712894,8.823056,6.0859523,0
11.864883,7.5268483,7.239615,5.077263,5.1831317,0
11.939197,8.9102745,7.3871875,5.831101,5.9528003,0
11.486384,8.949081,6.396038,5.489804,5.462088,0
9.734842,2.311481,4.5490456,7.820586,4.9564357,0
8.73628,3.121817,6.566771,3.131118,7.010658,0
7.92058,1.7235234,7.548037,5.6301923,3.7024136,0
9.811309,3.3312578,4.2386775,8.889597,5.9935575,0
9.073445,1.3549362,6.7835207,5.2724624,4.105819,0
11.71382,7.1096144,6.903282,4.8146696,4.8720336,0
11.277999,5.542689,7.0045304,6.7546177,4.9588885,0
7.414549,3.739913,3.9653916,2.1135442,6.608277,0
11.794535,9.196946,7.090902,5.764637,6.028057,0
8.142987,1.7586291,7.2204204,5.82336,4.152995,0
4.734824,5.2647448,2.5076125,4.1351786,5.668505,0
11.643822,9.833697,6.5441375,5.9147973,5.759686,0
10.139025,2.416235,4.765307,7.6956477,4.502394,0
7.280407,3.350875,5.997936,3.107917,7.691639,0
8.023371,3.5151775,6.463204,3.2170763,7.576347,0
9.125456,1.30995,6.768928,5.224318,4.0542307,0
11.81557,8.522224,7.1703534,5.7812934,5.8964806,0
8.227898,1.7466012,7.1960373,5.8279557,4.0662656,0
1.6194139,3.9515753,6.4673185,3.584435,5.328407,0
11.637275,9.134969,6.5810914,6.246212,5.748143,0
0.43122745,3.9891796,7.0193033,3.7965944,4.5728006,0
0.10635527,4.2918615,6.8804617,3.8666587,4.7281013,0
9.025296,1.3315921,6.8736095,5.2757382,3.8553538,0
8.769226,2.6225767,6.24717,2.886372,6.8326306,0
9.76577,2.3480313,4.8732896,7.489958,4.552204,0
11.299846,5.4173436,7.153844,6.925675,4.9934187,0
9.704611,2.8700855,3.9583156,8.748186,6.3236394,0
11.405053,5.7828217,7.5212517,7.0277452,5.1177273,0
11.466967,7.57236,5.9662294,5.8131404,5.022684,0
0.34089884,4.268775,6.7512093,3.8580105,5.4167547,0
8.890342,1.59428,6.800602,5.564246,4.436555,0
11.266205,5.5015683,6.9287896,6.7219257,4.891245,0
11.399093,8.276699,5.57344,5.3446608,4.5993934,0
6.7221637,2.4688427,5.6963015,3.8330991,8.087581,0
6.61185,2.3876457,6.0341887,3.63745,8.233079,0
0.75673914,4.5765815,6.8651986,3.5102527,5.0077705,0
1.7851692,3.8921661,6.6237407,3.7546237,5.0518856,0
6.367335,2.8491647,6.1193676,3.4143448,8.471148,0
9.856741,2.8477964,4.0025973,8.801814,6.1156445,0
11.88554,7.49959,7.275997,5.0666456,5.184836,0
4.773187,4.5291805,2.5479918,3.8066409,5.586802,0
7.404829,3.3964083,3.589587,1.5195502,5.9747176,0
1.5432934,3.7496846,6.632012,3.8748243,5.317869,0
6.2699294,3.304937,5.9235873,2.8514674,8.046884,0
10.050915,3.0371509,4.573401,8.347798,5.2847075,0
11.022135,4.1261783,6.624766,6.262902,3.960377,0
11.845372,8.091118,7.4344535,6.4113097,5.9470925,0
7.006778,1.7701896,5.884986,3.7716982,7.9298463,0
1.8545493,4.0470715,6.4329677,3.5847611,5.5786777,0
11.14931,7.757375,5.5883217,4.619116,4.383467,0
8.905172,1.5105017,6.6316085,5.876559,3.9499662,0
1.2874565,3.8729024,6.827605,3.7718768,4.7482886,0
11.502497,5.6843867,7.086047,6.744861,4.8061304,0
10.052074,2.7901864,4.2406936,8.616525,5.5724726,0
9.882745,3.1118474,4.3202343,8.738028,5.6839147,0
9.089947,1.7246464,6.733519,5.2442904,4.568712,0
10.031473,2.9178298,4.463073,8.473456,5.2895093,0
7.297878,3.4293022,5.0510297,2.645141,7.4177184,0
6.942479,1.9521832,6.0205994,3.3464065,8.24471,0
6.96906,2.0687826,5.979817,3.7459953,7.9551725,0
11.82974,8.700556,7.1984725,6.040976,5.9100056,0
11.66036,5.4685454,7.627406,6.879005,4.6632786,0
6.463035,3.2901173,6.0669684,2.8269968,8.008157,0
4.3143024,5.667786,2.3794081,4.1043153,5.583448,0
6.5556583,2.653061,4.701526,3.1842897,7.358563,0
4.315655,6.401932,2.354888,4.7298603,5.5383654,0
9.768523,2.8703892,4.3088717,8.496003,5.6133776,0
6.0670857,2.100437,5.9810195,3.2361271,8.316608,0
8.009483,3.1574473,6.280404,3.1699824,7.4262605,0
10.020904,2.7652745,4.1484065,8.622242,5.7542534,0
2.142842,3.8187165,6.4035153,3.5004356,4.694054,0
7.0928683,3.7118576,4.350619,2.2520502,7.082275,0
9.968962,2.4428778,4.7653713,7.691729,4.5712285,0
11.44998,6.0219917,7.476845,6.9074693,5.2603025,0
9.734875,2.6586008,3.6881642,8.498624,6.9908843,0
7.022796,3.5982237,5.3533425,2.5249248,7.6297307,0
5.9096704,3.0621853,5.9915886,3.1462598,8.118338,0
3.4724336,5.790285,1.7741168,4.2236133,5.407687,0
10.698425,2.241147,6.0024934,6.212245,2.978184,0
9.227036,2.7607713,6.142911,2.520612,6.0342345,0
6.7952156,3.3201482,4.8546114,2.417443,7.5387063,0
9.739541,3.268374,4.593806,8.509254,5.454395,0
11.789156,6.8156905,7.5565567,6.9453735,5.3053584,0
11.576252,8.068292,6.465354,5.7832065,5.2390847,0
11.630053,9.830287,6.4866323,5.8632646,5.720079,0
3.2585363,6.6599507,1.8626263,4.50039,5.5111837,0
11.300113,4.632585,7.3107767,6.4917755,4.206863,0
8.859925,1.6228597,6.7109146,5.782409,4.544669,0
7.1022463,3.7813315,5.0518365,2.3373947,7.5096326,0
1.9397935,3.755362,6.4407864,3.5998578,4.7742767,0
3.5937784,6.458184,1.9112377,4.581873,5.572173,0
6.907869,2.9185104,6.196451,3.3148131,8.508854,0
4.3541203,5.862502,2.3673885,4.2832527,5.6559753,0
6.8872976,1.8850331,5.998714,3.3344984,8.21257,0
11.676355,6.0908694,7.7451305,7.1201,5.1682143,0
8.854876,1.5067928,6.678309,5.8957696,4.312373,0
0.56374395,4.3122425,6.6934586,3.7940474,5.4531054,0
8.657583,3.3060946,6.479108,3.0035107,7.25997,0
8.733659,3.211484,6.6178913,3.0341804,7.1260824,0
7.120057,3.7008662,4.3446894,2.3037198,7.0684204,0
11.543885,7.7422676,6.7063875,6.0250077,5.6388845,0
9.535884,2.6734972,4.634928,7.875724,5.181588,0
9.796587,3.0688982,4.5755143,8.40227,5.3063464,0
11.466647,8.862115,6.446432,5.58718,5.507437,0
0.30509332,4.292859,6.764767,3.849595,5.3410177,0
11.900263,6.377168,8.3404045,7.4106894,5.278571,0
7.0161214,2.527524,6.204354,3.485127,8.255102,0
11.519314,5.5593095,7.387563,6.832683,4.7956467,0
3.412265,5.718256,1.856841,4.1960235,5.2114415,0
9.771195,2.9913363,4.6631775,8.202134,5.1444693,0
4.126998,5.308772,2.5243711,4.1724916,5.7130837,0
8.433334,1.8685329,7.069484,5.8725147,4.169876,0
10.418895,2.061768,5.632503,6.551105,3.331354,0
11.642145,7.2278585,6.936046,6.0472407,5.3361278,0
7.9565697,1.7428684,7.5612144,5.93522,3.4372177,0
9.231674,3.303834,6.5564466,2.8298683,6.535692,0
4.0908813,5.864312,2.0981631,4.4276543,5.5208178,0
9.60253,2.729638,4.6297154,7.9713006,5.18688,0
11.760439,7.297586,7.014118,4.994922,5.0397468,0
6.708405,3.2754395,5.293675,2.6440077,7.6809406,0
8.07949,1.6966814,7.194157,5.932197,3.5882993,0
6.86636,3.3646219,5.534985,2.8241098,7.7346473,0
11.5481825,9.324343,6.4206905,5.722887,5.617518,0
11.511633,9.2648945,6.0499716,5.5432515,5.3203673,0
7.4914684,1.7453437,7.7290106,5.48832,3.1176403,0
8.575399,2.8134348,6.364971,3.024035,7.0931153,0
6.3208394,2.6846328,6.1761427,3.4557362,8.464942,0
11.404284,7.1188383,6.5128613,4.9716578,4.864035,0
8.998084,1.7378042,6.901663,5.264203,4.2288036,0
11.6472845,9.65698,6.53753,6.1361465,5.8055964,0
6.520266,3.157415,6.0556355,2.7355356,7.8604293,0
1.1848575,4.0520234,6.7050676,3.6704352,5.268888,0
6.1113415,2.3470058,5.92321,3.4994435,8.322662,0
9.787107,3.014312,4.087754,8.77428,6.1049886,0
12.033054,6.2421765,8.14454,7.2475777,5.022181,0
11.224017,5.1324325,6.7230773,6.5271544,4.5969296,0
6.8251925,2.6177614,6.147416,2.9042659,8.190163,0
12.062298,5.7354107,8.057151,6.9997263,4.580224,0
11.79344,8.146448,7.181495,6.0645103,5.846965,0
12.006904,6.0156016,7.8659477,6.859585,4.705633,0
10.018957,2.7869208,4.4765787,8.340192,5.184887,0
11.563988,7.1839547,6.6739845,5.9375124,5.2263246,0
7.868171,1.7979212,7.465523,5.6986427,3.5937355,0
9.794338,3.3280435,4.255329,8.868845,5.9723635,0
11.133471,7.8965216,5.426394,4.5278754,4.2481294,0
7.640133,1.7655151,7.629114,5.345799,3.2196407,0
11.787652,7.935494,7.2382364,6.051613,5.6144423,0
8.122991,1.7582006,7.255774,5.795846,4.0832105,0
0.87689644,4.1186476,6.6517367,3.840006,5.4019785,0
11.551024,8.793281,6.267207,5.967984,5.503243,0
11.482253,6.4726024,6.573077,5.5633683,4.8085446,0
9.647622,3.1213107,4.1556325,8.754229,6.1443844,0
11.361007,7.868483,5.5789013,5.2201533,4.542621,0
8.76653,3.4997323,6.681923,3.2474148,7.2313194,0
9.869035,2.6451743,4.796309,7.7621803,4.695442,0
8.637188,3.1417916,6.579745,3.1004565,7.230858,0
11.438459,8.179159,6.618283,6.1625023,5.677195,0
7.317527,3.5859172,3.900275,1.7541028,6.443666,0
11.690194,7.8484335,6.969183,5.6910744,5.6174803,0
8.88173,2.8692257,6.327177,3.282189,6.7296877,0
9.384807,3.2616818,6.4746723,2.8903925,6.3868113,0
7.0990467,2.3625042,6.3995233,3.0610785,8.337173,0
11.76437,5.54056,7.5137434,6.672464,4.5060043,0
4.5001516,4.9989643,2.5342486,3.996013,5.6874413,0
0.64259964,4.4977202,6.953979,3.5345252,4.8562574,0
1.7892728,3.846288,6.541513,3.7182088,5.019941,0
6.8647947,2.5809047,6.0803914,3.510653,8.323861,0
6.9438205,3.3587658,5.625354,3.2459002,7.563989,0
9.4285345,2.848079,6.430835,2.6691623,5.792845,0
0.2813788,4.1516037,6.944297,3.8301313,3.833209,0
3.7148643,5.4671373,2.120348,3.9245627,5.508853,0
11.398162,7.0152607,5.7547464,4.913718,4.23861,0
9.027885,2.814478,6.2889233,2.7219193,6.344712,0
6.9003224,2.5750034,6.203331,2.8525891,8.222374,0
6.867591,2.2296252,5.971143,3.295151,8.126165,0
7.1336336,1.7290403,6.293056,3.1224704,8.08298,0
8.912546,1.6375964,6.744135,5.6726947,4.5217524,0
6.2196913,2.1316934,6.1355333,3.450152,8.397917,0
11.89558,8.742094,7.309807,5.672409,5.965657,0
10.359412,2.7163792,4.9215183,7.7689433,4.3854604,0
9.129757,2.0578425,6.773367,5.372778,4.5684824,0
4.5614333,4.898836,2.5993812,3.8115504,5.749135,0
9.09135,3.2949576,6.6078677,2.9752898,6.857611,0
1.3133202,4.2034774,6.5892696,3.6770728,5.5056825,0
7.4069915,3.7872403,4.318611,2.1389434,6.861328,0
3.1482427,6.6789308,1.8352263,4.4820123,5.4793334,0
3.2676916,6.179985,1.7738733,4.1592445,5.438183,0
3.2173114,6.271761,1.8084834,4.3112636,5.3023314,0
11.435493,4.381547,7.0629215,6.1531696,3.7166917,0
8.716595,2.972291,6.548841,2.6986573,6.887233,0
9.119977,2.7476532,6.192452,2.4112236,6.037879,0
8.815921,1.9108753,6.9794345,5.554719,4.4882264,0
11.257028,4.089324,6.8691792,5.979612,3.6005964,0
7.058478,3.6535752,5.31564,2.4932842,7.6342735,0
8.814669,2.844595,6.389669,2.842702,7.0671024,0
