umap0,umap1,umap2,umap3,umap4,umap5,umap6,umap7,umap8,umap9,attack
6.7669816,2.9665012,4.325594,7.128567,2.4421997,4.3379064,5.9273677,8.714413,5.9600353,4.457511,0
11.335243,8.813865,5.9631567,4.0988994,4.8021317,4.809139,6.152306,6.7982054,5.7486467,4.4968395,0
11.27278,6.4891114,6.295539,4.6968107,5.458835,4.9868417,6.2141566,6.4773407,5.955621,4.346267,0
3.85983,5.799005,1.5567479,5.363439,4.981467,4.1860085,6.5238867,6.328384,5.3711915,4.4691577,0
2.94334,6.364217,1.1140947,5.0035887,5.2372355,4.226052,6.451608,6.296698,5.350983,4.457289,0
6.7562037,3.5764496,4.1333227,7.5396976,3.3284402,4.262131,6.7759204,6.6323166,5.4439607,4.713488,0
11.490413,9.007837,6.0606103,4.0772533,4.5282693,5.05562,6.1740723,7.098548,5.527771,4.561345,0
0.5685182,4.1915035,6.4616566,5.821859,5.5554323,4.348157,5.791424,7.1058717,6.1516814,3.8575835,0
12.094931,6.8890653,6.712193,3.1762686,5.1244917,6.2553377,5.4386063,7.7613363,4.914728,4.5954957,0
11.282311,9.162759,6.098127,4.433377,4.7068663,4.8665323,6.3277497,6.8475595,5.717111,4.4965234,0
1.8640505,3.7203577,5.9350963,5.9898133,5.1168413,4.3410125,5.8462977,7.3444195,6.07853,3.9974442,0
9.259096,2.7966251,3.4771764,2.0865874,3.5446954,4.5527997,5.7340794,6.796025,4.835067,4.87737,0
7.391574,2.4175527,4.237041,6.8188405,2.7292588,4.3989716,5.862665,8.219153,5.6831217,4.575755,0
9.453115,2.9666138,3.334212,1.8397706,3.271871,4.500865,5.8165035,6.8321047,4.74291,4.9531593,0
7.247423,2.8979368,4.2890415,6.9795966,2.4285872,4.352708,5.930033,8.610222,5.8764887,4.5137725,0
11.180814,9.680342,6.233401,4.7552276,4.691335,4.815318,6.531042,6.7798853,5.756358,4.4780326,0
11.285324,4.53156,6.504178,3.917884,6.0831027,5.596412,5.597035,6.8110213,5.6785326,4.3196425,0
8.206576,1.8218838,6.7983,4.940513,6.482516,5.3063006,4.789384,7.350542,6.2109246,3.9132762,0
11.636887,6.1361504,6.4185867,3.3700051,5.229645,5.882505,5.5431504,7.3972187,5.1528764,4.532979,0
9.284745,2.800658,3.5647116,2.0792754,3.6802151,4.59717,5.688954,6.7765355,4.8584714,4.8546214,0
9.15792,1.8643225,5.6648197,4.358405,5.5654,5.1193843,5.0977235,7.398732,5.925854,4.2219496,0
9.9026375,2.693963,4.0925307,2.0565395,4.570135,4.7588077,5.629474,6.514049,5.1456757,4.728955,0
9.240049,2.7659445,4.157036,2.5772414,4.5059266,4.77304,5.5437174,6.7267275,5.1259356,4.678555,0
11.445779,5.858933,6.298405,3.6024053,5.371722,5.6215177,5.688384,7.0838795,5.3714786,4.480619,0
11.314129,8.7184305,5.8960385,4.0843177,4.9045115,4.677594,6.171169,6.638418,5.8522434,4.4716034,0
9.101356,2.1616142,6.0585327,3.8049748,6.440026,5.2763495,4.9621434,6.8731074,5.8019214,4.149472,0
7.198371,2.469665,4.0583262,6.560784,2.7863822,4.3954306,5.832173,8.143804,5.606818,4.5887747,0
6.8560143,3.1687264,4.229406,7.33724,2.9853518,4.30334,6.3779597,7.4730725,5.6135745,4.6248035,0
9.511077,2.62495,3.123932,2.0511844,3.0898592,4.3865857,5.9870896,6.791125,4.834088,4.971059,0
8.345877,2.0466676,6.2926264,4.426136,6.0345306,5.216299,4.780236,7.4158444,6.0443115,4.048816,0
11.423396,9.107857,6.0262423,4.191819,4.7781796,4.7729344,6.239926,6.767193,5.777861,4.4917746,0
11.465587,9.846661,6.1089664,4.2890825,4.583177,4.8105474,6.3639507,6.8775144,5.691744,4.5206323,0
4.337014,4.8937516,2.1912959,5.8858852,4.8296666,4.274721,6.4830327,6.1724443,5.365743,4.5124025,0
6.958006,2.9208302,4.487423,7.322298,2.5222127,4.347633,5.9752364,8.654095,6.018913,4.4427524,0
6.612264,3.4820967,4.294314,7.858686,3.264277,4.239093,6.850983,6.5594044,5.4322815,4.7279263,0
6.434967,3.3142154,4.388534,7.391337,2.6580513,4.2822056,6.1866217,8.296876,5.9245915,4.4793296,0
2.4117777,6.4689503,1.03314,5.0262785,5.2655993,4.2222915,6.4469647,6.3046994,5.377073,4.4178653,0
2.086639,3.6819851,5.7977133,6.0748916,5.1740737,4.332253,5.8659945,7.310409,6.070708,4.0079284,0
11.389674,9.768947,6.105223,4.374733,4.6849327,4.7413144,6.377805,6.7683983,5.76767,4.4979544,0
10.039423,3.0777407,4.776901,2.4867887,5.255698,4.9469447,5.5104303,6.549905,5.351822,4.583401,0
11.697385,8.200167,6.6415715,4.7210426,4.674152,5.528582,6.2516646,7.31164,5.4459753,4.5150447,0
6.970626,3.6678264,4.5202403,7.936191,3.8123178,4.245359,7.1831794,5.6461773,5.279988,4.8076687,0
12.1011095,6.9599404,6.7040286,3.0977173,5.0544357,6.2984905,5.3971024,7.8423333,4.857154,4.609228,0
9.113584,3.0871027,5.6511207,7.536815,4.399443,4.5388727,6.426213,6.980056,6.288753,4.333171,0
11.36937,8.3052025,6.0825686,4.182208,4.7018495,5.0853534,6.1285734,7.0324836,5.585026,4.5224414,0
7.3832026,1.5367115,4.4627404,6.8572726,2.9784436,4.4740725,5.5772743,8.238403,5.6500864,4.5484867,0
11.443665,4.7196145,6.6131124,3.9042506,6.109431,5.6809397,5.6048126,6.8330555,5.635325,4.325328,0
11.314242,8.155668,5.981598,4.064281,4.6160035,5.1374917,6.119869,7.0836167,5.4881973,4.5531583,0
2.8130975,6.394496,1.0995095,4.971476,5.3137574,4.2472963,6.4348445,6.236651,5.3241405,4.4606476,0
11.302603,9.5088215,6.031412,4.4278326,4.8093905,4.6135845,6.4219923,6.5850735,5.87913,4.468518,0
7.5958667,2.3827708,4.5730414,7.1553135,2.6950736,4.417293,5.8210998,8.560477,5.9711113,4.463594,0
0.2968478,4.452283,6.516214,5.5453286,4.950811,4.391565,5.870328,7.2505736,6.0067167,4.008078,0
11.864108,5.7410793,6.7757215,3.4977508,5.6755395,6.1117234,5.4636517,7.3642006,5.187825,4.466528,0
0.8731754,4.1947227,6.218166,5.721101,4.764029,4.3355956,5.8577085,7.5255046,6.1006303,3.9876115,0
7.5704865,1.7831373,6.8988137,4.841373,6.549194,5.331606,4.6414,7.405681,6.1303673,3.8917468,0
11.288996,4.612967,6.477913,4.0924067,6.142255,5.453435,5.715617,6.636018,5.8100996,4.2943234,0
9.459232,2.767001,3.857146,2.1207633,4.158286,4.691825,5.6193843,6.681852,4.992844,4.7790823,0
11.486549,6.1598477,6.2102566,3.4203732,5.201654,5.632174,5.6511965,7.194363,5.2899194,4.5225215,0
7.2017593,2.269168,4.1736593,6.753797,2.6216717,4.387614,5.754288,8.400025,5.676953,4.569141,0
11.40868,5.550727,6.359391,3.614585,5.501789,5.6755433,5.6176186,7.108288,5.381561,4.457772,0
11.175529,6.69711,6.1889243,4.7125626,5.4560065,4.812354,6.2906423,6.329188,6.039824,4.336582,0
11.726018,5.0268707,6.7084417,3.8905046,6.1188607,5.762119,5.624086,6.8544745,5.6237965,4.336633,0
11.770551,8.079356,6.3659134,3.7470925,4.6003013,5.691185,5.850085,7.5784554,5.159956,4.6133013,0
3.7377472,5.7114177,1.6325437,5.438442,5.07878,4.1875143,6.5535603,6.1660595,5.316322,4.4501004,0
8.327879,1.7113518,6.6037264,4.7250247,6.361554,5.2876897,4.7271805,7.4168324,6.177554,3.952876,0
11.891664,6.855399,6.5619965,3.3817909,5.079483,6.0223455,5.55756,7.5914063,5.051911,4.5732536,0
8.605796,3.656387,5.016992,7.1437316,3.384389,4.456836,6.299774,7.8675447,6.191014,4.4119163,0
11.408022,9.485926,5.984161,4.1751375,4.7744417,4.6531987,6.2824874,6.680806,5.826288,4.4900026,0
11.495267,5.265967,6.407847,3.6059594,5.683355,5.676732,5.604924,7.0042615,5.459497,4.4252853,0
7.065915,2.7580917,4.1252675,6.7733746,2.568289,4.3625836,5.8776636,8.461417,5.7836275,4.527797,0
3.103784,6.216062,1.2407705,5.181579,5.207385,4.162786,6.5609345,6.2050967,5.319774,4.426937,0
10.519387,2.6341264,4.9645033,2.6154928,5.7835402,4.966869,5.5596323,6.2870774,5.614004,4.4954157,0
7.1639023,2.2042198,4.5130014,7.3683624,2.6063182,4.3716908,5.862264,8.433076,5.8080163,4.5328746,0
3.9096904,5.480052,1.6583115,5.455385,5.04582,4.2680116,6.4348526,6.175693,5.3608212,4.520012,0
10.978772,7.34291,6.0078444,4.8364434,5.6271873,4.3505206,6.4775753,5.874548,6.3226566,4.284966,0
7.297659,2.1249676,4.4103656,7.126812,2.7520752,4.404932,5.8064995,8.336324,5.7865024,4.525113,0
9.635856,2.581466,3.311568,2.0262723,3.4155378,4.4682274,5.916877,6.6802278,4.919286,4.9110255,0
11.274032,8.470549,5.6676636,4.0733824,4.994675,4.3937306,6.323524,6.2768936,6.0180645,4.455002,0
9.422223,2.7734652,3.1845577,2.0205925,3.107245,4.420349,5.9264727,6.8356586,4.7847733,4.9699125,0
10.333997,3.037057,4.8065963,2.5780573,5.2697487,4.965651,5.60195,6.4795794,5.415131,4.5747895,0
3.964285,5.4066873,1.8991101,5.648253,4.9851937,4.184993,6.5867286,6.136364,5.3122807,4.4412103,0
11.730274,9.232958,6.4953246,4.436705,4.401932,5.450175,6.23363,7.4508247,5.3559246,4.5768094,0
2.9025698,6.2483854,1.1076882,5.116632,5.1957,4.244877,6.422141,6.3002934,5.3727064,4.47436,0
1.1910301,4.00595,6.1765532,5.7722116,4.6597586,4.322314,5.8808823,7.5816793,6.069646,4.0285974,0
6.8098817,3.5465608,4.335805,7.721474,2.9963515,4.259661,6.674603,7.1352468,5.5963426,4.6608796,0
11.451723,9.868784,6.0947065,4.2718325,4.5886602,4.799724,6.345109,6.86782,5.6951838,4.523287,0
11.618195,9.841697,6.2915254,4.292897,4.4339733,5.113871,6.2779703,7.1982617,5.4916797,4.5669394,0
11.678761,8.82042,6.5278206,4.558355,4.487333,5.4669247,6.2567396,7.391691,5.3920302,4.554522,0
7.5985703,1.7691288,6.9160314,4.8310404,6.5796304,5.3422675,4.634072,7.3954015,6.127852,3.8892314,0
10.407919,2.4677174,5.25856,3.102669,6.093638,5.022438,5.52226,6.312737,5.8126416,4.374776,0
11.715411,8.266611,6.338054,3.9603436,4.5694733,5.5288587,5.92524,7.4889812,5.301267,4.5868616,0
11.088648,8.391046,5.9047823,4.4947495,5.0442076,4.5583897,6.3910723,6.3900604,5.9839816,4.421734,0
8.896991,2.8470902,5.266113,7.436487,3.963077,4.4711027,6.33649,7.2777524,6.2056503,4.3993406,0
10.475314,3.1816754,5.023157,2.695647,5.4709077,5.023332,5.5911283,6.47005,5.4852667,4.5346117,0
7.626951,2.4369283,4.192191,6.5345273,2.787896,4.4262085,5.802514,8.1899805,5.6397486,4.5912457,0
11.611993,8.495379,6.4057307,4.4315085,4.482543,5.4519906,6.2082705,7.3752475,5.368646,4.5655127,0
11.151803,5.664529,6.0343513,3.4323,5.1582127,5.5395145,5.60553,7.2000065,5.3105993,4.517165,0
11.231515,7.333962,6.1465864,4.5136046,5.0049095,5.0314474,6.2522426,6.7326016,5.7378187,4.4466367,0
11.127506,8.332633,5.992997,4.2923436,4.862988,4.905352,6.1475654,6.852772,5.7302794,4.479009,0
11.484095,9.98567,6.112772,4.2705946,4.5975795,4.7846904,6.341464,6.8605857,5.701682,4.5229206,0
11.381468,7.6202006,6.3629827,4.7478943,4.898876,5.2133284,6.3183503,6.9111896,5.655919,4.458393,0
11.247248,4.724212,6.518009,3.920724,5.938279,5.628967,5.5758204,6.935386,5.621231,4.3361244,0
6.731665,3.5268745,4.387606,7.717959,2.9097908,4.267732,6.53927,7.5338516,5.7760873,4.5686083,0
10.853961,8.04014,5.9982424,5.0320835,5.3797054,4.3462977,6.602392,5.988332,6.240046,4.3253093,0
11.638906,6.7257257,6.287093,3.2953823,4.9420314,5.8229218,5.570841,7.5182323,5.0914693,4.5881996,0
3.7474847,5.586352,1.6069056,5.3689156,5.1152654,4.283347,6.3995214,6.1744514,5.360435,4.5177684,0
11.486642,7.050422,6.1832285,3.7289443,5.148975,5.343628,5.833264,7.010247,5.494757,4.4965267,0
11.436793,8.54104,6.122952,4.2092,4.4574366,5.2458363,6.2017684,7.2273474,5.409335,4.5775027,0
0.67908853,4.3942738,6.2159963,5.6137915,4.5311217,4.356377,5.8978095,7.58484,6.041718,4.0551305,0
6.8457055,3.7782245,4.277251,7.7345285,3.2900598,4.2450023,6.913238,6.5672617,5.488179,4.714536,0
8.871515,3.4618318,5.1684947,7.2354627,3.4813552,4.4856963,6.2321377,7.965386,6.3161125,4.3571167,0
6.6901226,3.5300243,4.1948786,7.685039,3.2408893,4.2499623,6.784805,6.681406,5.4584084,4.7121253,0
3.7239208,5.364243,1.6741253,5.5725646,5.120975,4.2747474,6.4601884,6.0127444,5.3150964,4.5150814,0
3.7681425,4.9089417,2.002351,5.983021,5.0146575,4.2669363,6.5384927,5.882731,5.2847133,4.487701,0
6.6568427,3.385028,4.3553667,7.6075373,2.9789732,4.28124,6.4216456,7.6578813,5.8208275,4.5283537,0
11.287929,5.6567006,6.1709824,3.3473878,5.187055,5.680711,5.5108247,7.321512,5.2452602,4.515611,0
9.051505,3.1435726,5.2616,7.357371,3.7991517,4.4740677,6.3305655,7.5068436,6.272169,4.383774,0
9.937731,2.7573516,4.0505276,1.9482799,4.494907,4.752484,5.634598,6.520808,5.105334,4.7521825,0
1.9911168,3.7558565,5.788613,6.022718,5.0197716,4.3304896,5.834542,7.4657063,6.126888,3.984101,0
10.515008,2.2794058,4.991038,2.7772343,5.9398103,4.958369,5.568861,6.198898,5.734641,4.4474792,0
2.9282787,6.117151,1.1785283,5.155994,5.254924,4.2710376,6.4019294,6.196577,5.3463616,4.4869037,0
10.891021,8.199218,5.9600754,4.9683366,5.4258723,4.2182865,6.636754,5.861023,6.3132315,4.3191314,0
4.2917533,5.202479,2.0046325,5.7333293,4.8239794,4.2213774,6.527219,6.267413,5.371583,4.4900274,0
12.117317,6.972572,6.7145457,3.0987446,5.076005,6.3025937,5.4070153,7.831585,4.863644,4.611801,0
7.5951138,2.885542,4.46401,6.981262,2.4723685,4.3837633,5.9237256,8.612326,5.922135,4.5109043,0
9.546545,2.5431805,4.3587074,2.5792277,4.9460273,4.829419,5.523114,6.56614,5.290807,4.6122184,0
11.37537,4.904409,6.390801,3.769944,5.912229,5.5290966,5.6694803,6.773681,5.6250134,4.368742,0
9.272413,2.852838,3.412577,2.0457468,3.417684,4.5264144,5.7654576,6.818785,4.798613,4.9034715,0
9.221602,3.5968442,5.4046903,7.271752,3.7942333,4.5131607,6.3444996,7.6449943,6.343973,4.348195,0
8.180375,1.5835483,6.8931756,4.6802845,6.8851953,5.347795,4.620031,7.1619925,6.212923,3.856171,0
1.8824984,3.674453,5.9786224,5.9371166,5.1082606,4.3654504,5.8292174,7.3292685,6.058622,4.0069056,0
9.672473,2.738977,5.138697,3.3195994,5.475045,5.0121646,5.4157705,6.7469063,5.5849404,4.4280167,0
11.697997,8.848267,6.496618,4.4540105,4.5131354,5.4388204,6.17866,7.4028487,5.410697,4.5541077,0
11.50029,9.292337,6.0808196,4.1551347,4.65965,4.8774877,6.208045,6.9163084,5.6817727,4.5297604,0
6.8467298,3.6651075,4.3405848,7.827144,3.5368211,4.2398415,7.040549,6.0646677,5.33685,4.781203,0
6.899699,3.4087915,4.3200717,7.4149547,2.928861,4.295768,6.406253,7.6388116,5.74556,4.574527,0
9.522724,3.342279,3.7936275,1.6529449,3.8488657,4.676826,5.6046615,6.8104634,4.752333,4.8889623,0
6.558714,3.3313458,4.1711335,7.7024555,3.3149383,4.2490306,6.7530518,6.6134295,5.4209905,4.7146745,0
3.2380016,6.2587605,1.2112037,5.098618,5.1850834,4.1770306,6.5308847,6.265699,5.335896,4.4461093,0
2.0329463,3.770124,5.7384157,6.0661798,5.02539,4.317809,5.8559203,7.4533625,6.121348,3.99177,0
6.499528,2.6310217,4.0625696,6.835949,2.509251,4.338777,5.80513,8.584996,5.7727275,4.506989,0
11.203779,7.7318506,5.8541007,4.108127,4.635654,5.013519,6.241267,6.8757405,5.535717,4.542862,0
11.217539,8.499889,5.960501,4.1921635,4.8614473,4.832949,6.151546,6.792218,5.76291,4.4813037,0
3.6406288,4.911342,2.0289536,6.051363,4.9421697,4.2412767,6.5692444,5.939017,5.304685,4.46709,0
6.719489,3.5609932,4.3236876,7.777831,3.0189466,4.2506633,6.6958895,7.1021347,5.603466,4.6546273,0
11.457886,9.854833,6.0429015,4.204046,4.65596,4.7146225,6.3178277,6.783669,5.751812,4.513928,0
3.2606673,6.2652326,1.1422894,5.064938,5.1327043,4.2038074,6.4736795,6.355971,5.375753,4.470779,0
6.4863544,3.3300924,4.4224973,7.4637604,2.7281942,4.282633,6.2246857,8.228758,5.947306,4.4660726,0
11.120384,8.413568,6.0091605,4.46765,4.8084636,4.8733873,6.2984524,6.7816987,5.7413616,4.477869,0
6.5438905,3.1921587,4.6837726,8.2424965,3.9330916,4.2302694,7.1416135,5.4900174,5.2020793,4.8145127,0
9.423194,2.793488,3.5223927,1.8999876,3.6729941,4.5876637,5.6993194,6.731148,4.8373013,4.8770885,0
11.4222555,8.423462,5.9910774,3.9077985,4.7942243,4.975337,6.0144634,6.9544797,5.6441927,4.5162764,0
11.382449,8.641208,6.014802,4.0443435,4.585766,5.088092,6.1202564,7.1011314,5.518103,4.557835,0
11.402572,4.5642996,6.626267,4.0974817,6.2636776,5.580385,5.677346,6.6713324,5.770603,4.2860355,0
9.503937,1.4543266,5.9047794,4.975969,5.877297,5.094657,5.176074,7.3514323,6.274447,4.1103916,0
6.7047997,2.936857,4.2532954,7.0689507,2.5208948,4.318693,5.973943,8.493234,5.8398495,4.508701,0
8.472831,1.8787345,6.4498763,4.766235,6.0956917,5.246962,4.838176,7.483224,6.1542225,4.0080185,0
9.999075,3.3228095,4.8686175,2.6255944,5.1603007,4.9779534,5.508801,6.6647186,5.3302336,4.580762,0
9.243555,2.750072,4.175129,2.6038976,4.534253,4.7765894,5.543281,6.720207,5.1413713,4.6711707,0
8.522926,3.3642025,5.023101,7.322494,3.5490568,4.444183,6.342516,7.6517673,6.2142973,4.3971443,0
9.808584,3.0662656,4.0928464,1.8330077,4.4327126,4.7779803,5.57019,6.610529,5.0024247,4.7767544,0
8.716765,3.0701945,5.134996,7.243313,3.6181788,4.477702,6.196262,7.796216,6.2675986,4.365688,0
9.613191,3.259455,4.0084996,1.7811602,4.200281,4.7589765,5.549776,6.742327,4.887641,4.811427,0
8.390613,3.262941,4.974592,7.1274166,3.4663641,4.4641924,6.1676474,7.927414,6.211905,4.371479,0
7.0249653,3.7009165,4.267639,7.495118,3.3075628,4.281513,6.7724695,6.73174,5.5182223,4.69126,0
0.6637741,4.1544905,6.507612,5.541772,4.7791004,4.3928537,5.8223624,7.4086065,6.039708,4.0004983,0
8.432502,2.87201,5.0633817,7.0508456,3.7363117,4.5077,6.081753,7.7366757,6.1586165,4.3702435,0
11.465465,8.02127,6.4718924,4.851344,4.7902412,5.2683167,6.3558254,7.024795,5.621392,4.471517,0
9.263599,1.5596657,5.8792763,4.8905277,5.677599,5.125857,5.093091,7.5439925,6.1830373,4.127653,0
6.7845273,3.450252,4.4910154,7.589806,2.742331,4.2899647,6.3484154,8.031998,5.915098,4.5058093,0
1.0335433,3.8796804,6.532349,5.761765,5.1688814,4.3704333,5.862845,7.1168013,5.976986,4.0030713,0
9.389292,2.8417418,3.2500076,1.9676462,3.177696,4.4575424,5.8689294,6.8383856,4.765653,4.955983,0
10.646697,2.5929961,5.019438,2.6727536,5.851297,4.9747524,5.600422,6.228554,5.669784,4.481738,0
9.438058,2.690731,3.1354775,2.0580575,3.0757048,4.383679,5.9663777,6.7883825,4.826464,4.9841814,0
1.199049,3.6410842,6.772089,5.6363354,5.7438145,4.5182586,5.7160954,6.6857853,5.9395084,3.9481184,0
11.677157,8.772934,6.2512436,3.8768952,4.5262475,5.365978,5.8924847,7.464051,5.3751388,4.5877333,0
1.6370729,3.776123,6.082957,5.8372083,4.930806,4.367239,5.8207817,7.4485154,6.0725374,4.0077434,0
9.165996,2.8389187,3.607451,2.2930205,3.6562076,4.5864577,5.701633,6.8454814,4.8836765,4.84169,0
9.70792,2.549929,3.9293232,2.1429067,4.383643,4.702329,5.6555343,6.553817,5.112181,4.747057,0
4.282297,4.8772316,2.135065,5.8937173,4.907035,4.278377,6.5031004,6.043271,5.3235755,4.5136166,0
11.1506405,8.455869,6.0027356,4.3624587,4.8759475,4.84367,6.2186418,6.771845,5.777299,4.4687915,0
8.741904,1.7320427,6.458394,4.846636,6.207972,5.2892876,4.905611,7.4261613,6.1303077,4.021213,0
6.832702,1.5931228,4.4730864,7.261359,2.7707949,4.4151998,5.5964136,8.540203,5.816917,4.472509,0
2.626796,6.1745334,1.2077903,5.176531,5.33193,4.251781,6.4507356,6.1131873,5.310582,4.445004,0
10.530864,2.8180125,5.371506,3.0766766,6.0372434,5.0653543,5.5289373,6.3844786,5.7650256,4.389844,0
9.448738,3.2930846,3.7663934,1.7124572,3.8234932,4.677701,5.590515,6.820919,4.7606792,4.8773737,0
10.082235,3.0361087,4.898124,2.6415396,5.391604,4.9709954,5.504634,6.542784,5.428576,4.5444374,0
7.2574387,2.7108407,4.16225,6.708382,2.5884302,4.3752027,5.863631,8.420491,5.7496924,4.548638,0
11.5006075,7.344413,6.2224197,4.159757,4.796837,5.3333626,6.002873,7.1616936,5.5103064,4.515303,0
6.6180887,3.354032,4.4207077,7.4596543,2.669822,4.2860875,6.2435126,8.213042,5.9169393,4.4921565,0
8.5291605,1.7933555,6.4910555,4.4106393,6.4691005,5.32758,4.736813,7.269566,6.0332737,4.0038056,0
11.847055,8.83806,6.391668,3.8392272,4.3784614,5.643085,5.932621,7.6813135,5.1446433,4.6427937,0
11.3854065,9.644451,6.0211697,4.260808,4.7541018,4.6711545,6.3215423,6.695531,5.812277,4.493358,0
6.974036,3.787061,4.370348,7.795641,3.6035163,4.244732,7.1047487,5.956511,5.336588,4.78813,0
11.868867,8.936786,6.4086905,3.833981,4.395934,5.6150484,5.9311686,7.654669,5.1650467,4.637658,0
7.677235,2.1070945,4.34021,6.624342,2.9014032,4.4571304,5.722241,8.189501,5.662623,4.570088,0
11.641081,8.093627,6.3476667,4.2622128,4.609706,5.415458,6.062483,7.3442745,5.428716,4.54937,0
2.0150936,3.6076148,5.9370093,5.893047,5.2457023,4.40604,5.6777754,7.435702,6.204691,3.897341,0
7.486042,1.8273933,4.556735,7.1786013,2.7330532,4.4325876,5.700986,8.453057,5.8002033,4.521608,0
4.503284,4.487916,2.4886265,6.1551585,4.8574705,4.296637,6.544503,5.927707,5.291763,4.508485,0
6.921408,3.7114048,4.418889,7.8771834,3.621093,4.240945,7.1154766,5.905961,5.318469,4.7949696,0
6.5548506,3.2218273,4.25401,7.7675943,3.170623,4.2506967,6.6962366,6.7724204,5.430595,4.7184806,0
11.868108,6.7820544,6.5734496,3.4513178,5.117399,5.9987307,5.577654,7.5491457,5.088002,4.5589604,0
7.7578206,1.901542,6.5120134,4.6047225,6.0863,5.2738404,4.6434155,7.607735,6.028581,3.995827,0
8.415632,1.7312714,6.567357,4.5238967,6.429577,5.3780084,4.719733,7.386918,5.979801,4.010519,0
11.558642,4.999985,6.585419,3.7607527,5.9740787,5.7234907,5.605397,6.8972974,5.549117,4.367753,0
10.205489,2.8307965,5.219804,3.0745013,5.7664466,5.030194,5.4923716,6.51548,5.6591263,4.4297028,0
9.355454,1.8947606,5.9898186,5.214839,5.6454067,5.0811205,5.2798386,7.4259267,6.2515626,4.127577,0
8.759111,3.4776847,5.118521,7.1135535,3.4556932,4.493142,6.1944942,7.997569,6.2877626,4.3567247,0
10.991017,8.133181,5.9720545,4.4666386,4.9103165,4.8684287,6.234497,6.7560115,5.765903,4.4604316,0
10.099056,2.2926252,4.920773,2.8894444,5.763406,4.952306,5.497982,6.360419,5.659059,4.4464154,0
11.397381,5.9107227,6.2412543,3.6181078,5.3111973,5.569742,5.707055,7.079407,5.3855042,4.485605,0
6.7043505,2.585977,3.9988894,6.9394913,3.0956688,4.3470373,6.1160364,7.467904,5.4548187,4.6471844,0
7.3854065,1.955658,4.2609987,6.65554,2.8403008,4.438024,5.664112,8.265461,5.638799,4.5681744,0
8.319317,3.3604426,5.006967,7.2070785,3.4208736,4.4550233,6.1907053,7.986726,6.243931,4.360189,0
9.228315,3.9053576,5.4139757,7.0153055,3.7661397,4.578915,6.2737627,7.783169,6.323509,4.3323355,0
11.285394,5.857104,6.107139,3.418693,5.106969,5.5945697,5.5983214,7.267424,5.2829137,4.52528,0
11.661744,8.882303,6.479428,4.482335,4.484085,5.4334407,6.230433,7.3841257,5.395522,4.558569,0
8.617175,1.9827391,6.136648,4.6214404,5.737,5.1992936,4.8982854,7.5907097,6.0529833,4.097809,0
8.602844,1.8640823,6.276168,4.494597,6.147856,5.1921196,4.8394604,7.3207545,6.143573,4.031802,0
11.321579,8.867348,5.8543725,4.0914607,4.873921,4.6058464,6.2408314,6.5737224,5.8748693,4.4757075,0
9.525936,3.2658203,3.7140331,1.6117332,3.7792985,4.657656,5.6138673,6.790516,4.7364883,4.904612,0
6.8002534,3.4114838,4.3268137,7.4567437,2.980806,4.2924533,6.3877697,7.690665,5.8065267,4.53598,0
7.729811,3.4179652,4.847165,7.368612,3.0425699,4.3943934,6.2174687,8.152493,6.139481,4.411365,0
