umap0,umap1,umap2,attack
3.98513,-0.06704729,6.862716,0
6.642842,-3.2973452,7.6159496,0
3.109315,1.8077633,6.592511,0
5.446958,0.40022394,6.163424,0
6.304537,-3.3278284,6.8078513,0
5.568078,0.2604888,7.8300943,0
6.5964913,-2.0963242,7.7749176,0
4.1508117,0.17209353,7.6598725,0
3.6488101,3.3255384,8.089509,0
4.069599,1.7786876,6.809222,0
5.58458,-0.95429313,8.893131,0
4.9966187,-0.09858652,8.976788,0
5.923894,-4.6441245,7.9440937,0
5.5718527,-0.04236422,7.2266545,0
6.0318003,-1.4431949,7.7149005,0
3.3314948,2.5427032,6.5324097,0
5.8728495,-3.3040047,7.939816,0
6.5170717,-3.9529834,7.345958,0
4.225118,-0.55486333,8.177916,0
4.8873587,-2.2574873,8.846187,0
7.2861648,-1.7768431,7.7089252,0
4.1582737,1.7188855,8.484298,0
6.4909396,-0.028998252,8.017363,0
5.4257994,-0.26515454,7.5775003,0
4.8604264,0.6391632,5.6880474,0
6.273065,-0.4857337,6.926232,0
4.1459894,0.5598676,7.976562,0
5.0566945,0.06402737,5.5936227,0
6.396828,-5.2396817,7.547396,0
5.821767,-1.7377411,9.344114,0
3.8004193,1.4912026,6.1561832,0
6.28898,-3.59795,8.934618,0
5.849447,-1.9655125,6.811526,0
6.1016493,0.320768,7.8180065,0
4.2579894,1.8422335,6.286603,0
5.6873317,-1.1625116,7.467236,0
5.1211433,0.1874933,6.684264,0
5.249934,-2.4616892,8.436824,0
5.609023,-1.546545,9.843572,0
4.524548,1.1705157,7.743507,0
4.933599,0.72370595,8.676937,0
3.6125083,2.115614,6.1981745,0
5.00342,0.6568437,6.441816,0
5.252608,1.3030132,8.421647,0
4.7528796,2.5058188,7.917739,0
4.5687876,0.5493339,7.946551,0
4.7104325,0.25485894,5.443099,0
4.696054,0.56187606,7.411797,0
7.0550704,-2.2281566,7.5807357,0
3.5691013,1.0521622,6.285277,0
5.4443583,-0.09900064,7.090528,0
3.846634,0.16144736,6.529509,0
4.0971503,2.93789,8.0275755,0
5.388411,-2.783427,7.315044,0
3.7243748,-0.043590873,6.463527,0
3.8562593,2.0242007,6.6903114,0
6.393163,-4.3981347,7.6123915,0
5.004494,-2.3582735,8.0701685,0
5.4237447,-2.5696585,8.731706,0
5.395148,-3.1457076,7.9520793,0
4.303604,1.1214578,6.3527803,0
4.942821,-1.0342684,6.9573274,0
6.3006196,-3.204615,6.9679937,0
4.3984923,1.7227774,7.7256355,0
5.6218023,-1.3852233,9.680334,0
5.952705,-3.1536808,8.274569,0
3.872087,2.4907622,8.161179,0
4.0197144,0.34812248,5.638685,0
6.6143084,-1.951785,8.116594,0
4.918326,0.2334578,6.6108437,0
4.8122134,1.5179256,7.9645977,0
6.326585,-3.737627,8.525674,0
6.014905,-1.1873714,7.1111035,0
6.808881,-2.1824555,7.580344,0
3.4672089,1.7489501,6.4742,0
5.3079953,0.8851646,5.9453373,0
3.4013329,1.7278672,6.284526,0
6.3626537,-2.8534653,7.091643,0
5.0184836,1.7594117,7.549786,0
4.2366424,1.0484978,5.1242585,0
3.6436627,1.5127105,6.500029,0
4.710952,1.4218739,6.000763,0
4.8311133,0.55266345,7.2197113,0
4.2134,-1.2188764,6.3101425,0
5.9199176,-1.4023448,6.679269,0
5.128219,0.73033464,5.401577,0
3.5201514,-0.5980617,7.6743264,0
6.2981577,-0.9928778,7.497788,0
6.0397,-1.0332339,7.5109024,0
4.5683727,1.1172034,5.929634,0
3.3617363,2.467975,7.01558,0
3.927003,2.569556,8.071264,0
6.221492,-0.1709465,8.102079,0
5.2562103,-1.0226555,6.980906,0
4.471256,2.110156,8.011619,0
3.970058,0.07137311,7.6439447,0
6.4433527,-4.883088,7.4191127,0
5.611743,0.74844056,7.474962,0
4.088466,2.9919672,7.967273,0
3.3189728,-0.38025132,7.4283776,0
4.6595387,0.9862858,7.6357265,0
4.597434,0.4111839,8.268544,0
5.7988043,-0.66289914,7.5374327,0
5.987421,-3.0772004,8.557595,0
6.4669857,-1.1549704,7.380788,0
6.517287,-3.8792086,8.037126,0
5.374004,0.105565034,6.268404,0
3.2269428,3.1245472,7.9561014,0
6.4842043,-1.0886825,7.344685,0
4.6209855,-0.4644715,8.813866,0
5.9466925,0.037168305,6.80621,0
4.180388,1.3614413,5.228159,0
4.1791654,1.1564591,6.940569,0
6.4913898,-1.9217783,8.332001,0
5.5464005,-1.8965356,6.0613613,0
4.995177,0.5654519,8.675867,0
4.1101136,-1.9186589,6.759573,0
6.3553576,-0.2520652,8.223733,0
5.384955,0.5807848,8.358481,0
3.2851753,1.1461033,5.9842763,0
6.132554,-0.09458641,6.9992166,0
4.4918075,0.37765083,5.406746,0
3.5960104,2.7396104,8.14294,0
5.0910606,0.43346548,5.4112887,0
4.741223,0.6796123,6.624954,0
3.4844644,3.2266488,8.164073,0
3.5497603,2.5875072,6.9796567,0
4.8339458,1.2087287,5.712562,0
3.154251,3.4972036,8.081449,0
5.9225755,0.068765305,8.213701,0
5.4621763,1.3657953,7.7337837,0
6.45085,-2.794917,8.082395,0
3.8153512,-0.2882027,6.483655,0
5.956275,-2.7931612,7.7631946,0
5.884119,-1.1385508,5.861301,0
5.4159684,-0.018779514,6.264607,0
5.358611,0.031013543,5.4802814,0
4.077198,1.963693,7.8677764,0
4.485826,2.4465153,7.8203735,0
5.884644,0.5550061,7.378074,0
6.1467743,-3.0901763,9.160569,0
5.0349994,1.5711337,6.9778757,0
6.5685973,-2.6984053,8.231847,0
6.3920417,-3.2186065,8.753376,0
3.707237,1.086155,5.5573535,0
3.3132727,-0.27111235,7.8851514,0
6.419543,-4.1447453,7.1921096,0
4.1303415,1.3281102,5.145788,0
3.3229835,3.285442,7.9617047,0
3.7894533,2.9309995,7.7400875,0
5.659991,-3.903129,7.3354726,0
4.221015,0.06396176,6.1705565,0
5.369041,0.24627534,5.685372,0
3.728884,0.87236136,5.557186,0
3.6022706,-1.109758,7.2614965,0
6.2566943,-3.8400717,8.68548,0
6.035907,0.014874618,8.216002,0
3.654335,0.9153036,5.5831695,0
5.3776007,-1.4176351,7.6019745,0
6.3502946,-4.977771,7.5376396,0
5.3444257,0.831081,7.589497,0
5.7065964,-3.9021316,7.839559,0
6.203507,-1.4038622,7.7187376,0
6.6819067,-4.0893416,7.2720675,0
6.25029,-0.02132816,7.2674713,0
4.3869486,1.4766871,6.780155,0
5.6396494,-2.51958,7.9302177,0
3.374655,1.5614285,5.6242895,0
3.999388,1.2207778,5.5655217,0
6.0188003,-1.579486,8.77121,0
5.196309,-2.6276643,8.102614,0
5.079586,-1.4653279,6.150515,0
6.7134666,-2.294954,6.675235,0
6.4616585,-3.3971725,6.548084,0
4.970083,1.272991,7.1366425,0
3.6305194,1.617512,5.6323056,0
4.1296635,0.94763666,6.612066,0
6.572941,-4.10614,8.0020275,0
4.5574317,0.73581034,7.2971973,0
3.4271057,3.095406,8.165256,0
5.2920594,-0.010520685,8.745804,0
4.621374,1.0957083,8.4242935,0
6.566363,-4.3156643,7.3522344,0
6.2336135,-4.799269,7.576728,0
3.8526437,1.5300257,5.879285,0
5.303899,0.58771384,8.66675,0
5.2451754,0.20089379,5.4758143,0
6.8065767,-1.5748142,7.682663,0
5.8474283,0.84219444,7.465895,0
5.257962,-3.4503858,8.182391,0
4.268272,0.25006446,6.3949428,0
6.407793,-1.3168017,7.6431785,0
4.313822,2.0166612,8.174218,0
4.2645183,2.9576592,7.2423797,0
3.8736525,2.2664418,6.1260767,0
4.5003963,-0.3408871,7.163567,0
5.730433,-4.187731,7.45885,0
3.4342926,1.76357,6.8214574,0
5.400593,0.6570547,6.3658085,0
4.740768,1.449447,5.661199,0
5.057895,-1.6370952,7.054454,0
6.0248947,-1.7371199,7.4376416,0
6.616133,-2.5092247,7.605812,0
4.8546615,-1.4217825,6.0868816,0
5.600353,-2.752083,8.017703,0
6.051375,-0.8594383,6.9968843,0
6.6389847,-3.5068805,8.637582,0
3.0957782,2.3653283,8.268774,0
3.1491306,1.1091571,8.030621,0
6.223253,-2.7928286,7.6821966,0
6.849483,-3.0817702,8.013688,0
5.7375464,0.14038679,7.5183954,0
6.0714836,-0.7103403,7.5922055,0
5.176756,-2.4032478,7.2597084,0
5.4364905,-2.0347867,8.024449,0
3.2049465,1.890496,6.216946,0
5.295944,-0.87366855,6.0672226,0
4.693948,1.2978691,7.252557,0
5.172748,-2.872399,7.1912017,0
6.6798153,-2.3137126,7.6382775,0
3.6842158,0.20701732,6.1015463,0
5.9199405,-1.7550461,7.8968368,0
3.795713,1.5814271,7.758645,0
3.2303693,3.2869427,8.062837,0
5.571462,-0.13038722,7.8529415,0
4.7811093,2.1818886,7.9955473,0
5.2099323,-1.2409829,7.319347,0
5.799101,-0.21443406,8.2611265,0
5.98566,-2.864586,8.869234,0
5.5470104,-1.5181596,7.7558355,0
4.851021,-0.86076474,8.669569,0
5.0813446,-2.7759826,8.440183,0
6.3518586,-4.783182,7.762107,0
5.9505725,-1.9644804,8.94369,0
6.570467,-3.269776,7.651942,0
4.89676,-1.0954655,6.0137095,0
5.303777,-0.99950033,6.5924153,0
5.634714,-0.20945503,7.9559445,0
5.1894712,-1.1902552,6.253211,0
5.394547,0.05096687,7.754094,0
5.8286386,-1.6382083,9.615104,0
3.7740016,1.936409,6.2053394,0
6.1486506,-0.24138361,7.3614173,0
6.534826,-3.5032265,8.511889,0
6.851141,-1.8576959,7.4718466,0
5.87561,-1.6034709,6.1971297,0
6.1148887,-1.2810105,7.4247384,0
3.900364,0.16306382,5.6727676,0
3.392961,2.8434856,7.862289,0
6.0604806,0.19699554,7.276122,0
5.184417,-0.718974,8.964567,0
6.2779455,-1.4598457,7.6928635,0
3.2768805,1.6425917,8.182258,0
5.20657,-1.1729715,8.876838,0
4.665458,-1.0602257,6.0619216,0
6.246902,-2.3292003,7.1942973,0
5.0954857,0.36048895,8.826049,0
7.0021734,-1.8317691,7.764937,0
3.9100835,-0.33519214,8.011722,0
4.641008,-0.117820464,5.9626155,0
5.900943,-2.0581524,6.3972325,0
6.118437,-1.732664,7.7876234,0
3.7872486,1.3704747,5.2696967,0
3.671071,2.9153848,7.846108,0
5.2358875,0.43485266,8.299338,0
4.926308,0.7061168,7.776295,0
5.2589893,0.5490505,8.433224,0
6.318735,-1.197612,6.910361,0
4.678841,-0.63853115,5.9253445,0
4.3060064,0.61945206,5.124334,0
6.5939474,-3.1546748,6.866046,0
4.6699157,-0.78663504,8.229449,0
3.2898314,0.842367,6.9593806,0
4.040169,-1.5436784,6.7790647,0
4.71339,1.3909836,7.485741,0
3.8121502,2.3503153,6.27397,0
6.739091,-0.49557844,7.8448553,0
5.1790547,-2.2134073,7.085294,0
3.4539263,-0.30524808,8.09948,0
5.2828445,-1.2579833,8.72487,0
5.390473,0.5743986,8.118151,0
4.1841164,1.5618335,5.7305713,0
4.174957,1.4533823,5.4514847,0
4.647822,0.068509236,5.9849806,0
6.618768,-3.7058458,7.1073084,0
6.297479,-1.795836,6.9539557,0
3.1521776,2.3883357,6.416272,0
4.889221,-0.8429851,6.0006623,0
5.6913238,-2.8933828,7.098758,0
6.149261,-3.5534387,7.781152,0
6.3116927,-2.2745755,6.931206,0
4.448636,0.89378554,5.497067,0
3.593942,3.3309095,8.120934,0
3.8507178,1.8291106,7.5698943,0
6.3918943,-2.8092337,7.210717,0
3.1851134,3.4837637,8.081464,0
4.669722,0.14335378,5.804603,0
6.493758,-3.074589,8.294,0
5.68025,0.658883,7.485492,0
5.948347,0.39640784,7.802691,0
6.30807,-2.7646425,6.8355823,0
3.6039937,-1.2985847,7.210771,0
6.590654,-0.24852487,8.122911,0
5.7701173,-3.1264157,9.039045,0
6.52099,-1.3816552,6.657717,0
6.404911,-1.4641603,8.618001,0
6.0071125,-1.0133402,7.322674,0
6.409146,-0.6922572,6.981356,0
3.9177253,-0.036084037,5.695499,0
3.4722815,2.4779341,7.039489,0
3.9263873,1.3938334,5.8292584,0
6.571479,-3.4175587,7.2572756,0
5.4610806,1.8493294,7.8210216,0
3.7342782,1.7056993,6.0280485,0
4.962221,0.7495361,5.2680926,0
6.4213743,-4.7761035,7.631423,0
3.3410115,-0.2626185,8.060858,0
5.568519,-0.49537244,6.5422754,0
3.3257415,2.1570365,7.651629,0
3.9312527,1.3162329,8.110141,0
4.5159616,0.32369146,6.4907093,0
3.424446,2.1380725,6.77936,0
5.646839,0.4697206,7.7318974,0
6.5569987,-1.4343021,7.896359,0
4.643646,0.95163685,7.236064,0
3.8558831,1.0248889,5.473386,0
4.3910027,2.6784403,7.7289686,0
5.8081946,-2.1337173,7.5116086,0
5.303946,-2.207972,8.36156,0
5.1743584,0.5129592,5.379393,0
6.404952,-4.9834456,7.5625825,0
5.236664,-0.33451954,8.867837,0
4.4974236,1.1342043,6.250208,0
6.1662173,-4.7056174,7.922283,0
5.2445292,0.49469092,8.408159,0
3.7764947,1.2995136,5.9713745,0
5.0061235,-2.753655,8.44635,0
5.9587846,-1.5996925,7.714574,0
5.7585793,-0.9763728,6.3189335,0
4.1631794,3.0406709,8.033274,0
6.020499,-0.85294753,7.532949,0
3.97062,1.075202,8.566642,0
5.067858,-1.1748986,8.377955,0
6.009623,-2.2087572,6.394829,0
4.68766,-0.025982669,5.9868627,0
6.170439,-2.02798,9.202837,0
4.400824,0.41281044,5.896564,0
6.5731955,-3.3625872,7.6999936,0
6.6488423,-4.238405,7.645812,0
7.1278806,-1.9160079,7.5820003,0
4.7179866,0.4262267,7.6338835,0
6.609302,-2.8327484,7.3061237,0
5.241046,0.30380216,5.5329056,0
3.923179,0.2114816,5.8698096,0
4.2543135,-0.9868123,8.308289,0
6.484563,-1.1521683,7.6410174,0
4.557608,0.00194387,6.7301636,0
3.2160664,2.6417189,8.344596,0
4.512643,1.4839164,8.371063,0
3.4470403,1.385074,8.162204,0
6.360153,-0.727972,6.6290703,0
4.054498,0.14322053,5.601617,0
4.952385,-1.0543573,7.5279493,0
4.2307644,1.6193649,8.115279,0
4.718878,1.6800767,7.3816557,0
4.695718,0.8991937,8.15605,0
5.976749,-3.0688272,7.875785,0
6.7269,-2.09268,7.6171722,0
6.2117033,-2.8847108,8.749014,0
4.1311474,0.66769534,6.262698,0
5.8643036,-1.67714,9.5532875,0
6.403326,-0.9362011,7.503399,0
5.699715,-0.5779036,6.981619,0
5.6476336,-0.9888843,8.423489,0
4.1867614,1.5953779,6.6836467,0
5.4505363,1.2449558,7.706135,0
5.518692,-2.3762932,8.549694,0
4.029866,1.8898547,7.4375477,0
5.5800037,0.7561897,7.900303,0
5.443792,-1.0997841,8.091403,0
5.957238,-3.625092,8.167364,0
5.1955853,0.7522049,8.948743,0
3.756413,-0.19915816,6.281341,0
4.5972304,0.086265,7.6469455,0
6.1394415,-1.9819317,8.879767,0
6.1101127,-1.0032561,8.266285,0
6.209166,-0.41203323,7.8602796,0
4.061489,0.983622,5.3226004,0
6.4908214,-0.59370387,7.870907,0
5.6657686,-0.036982447,6.193155,0
3.9700618,2.055477,6.6755753,0
6.37068,-3.2404778,7.787109,0
4.2673783,0.7463791,6.412762,0
5.6798353,-2.0391393,7.934147,0
5.026586,1.7161001,7.7419896,0
4.6992435,-0.026725736,5.380459,0
5.0130963,1.2363605,5.6111975,0
6.172876,-1.3388578,6.9361367,0
3.8830938,1.4742625,7.049004,0
3.625054,1.1301669,8.095554,0
5.150566,-1.6904575,7.4795566,0
5.11419,0.57487947,5.4175253,0
4.3881364,1.3149462,6.1702385,0
5.840223,-2.907996,8.563616,0
3.6197774,-0.14295813,6.4062996,0
4.1188264,2.4915602,6.889106,0
5.9741163,-3.0003505,6.811085,0
3.491264,1.1499579,8.134381,0
5.9054112,0.28729066,7.6012163,0
3.3008516,3.2607126,8.180067,0
6.2381043,-0.14394976,8.237919,0
6.6384163,-0.9377454,7.4104548,0
6.30998,-2.659228,7.8194404,0
6.581337,-2.9312947,7.4398108,0
5.0845547,0.9121866,6.893602,0
3.9513414,1.8769778,7.154383,0
5.990911,-0.54459715,7.4282217,0
6.137955,-3.0581276,8.008474,0
3.2670946,3.3156047,7.9876285,0
6.516187,-4.0348516,8.110872,0
3.9350007,1.3648841,8.302917,0
6.9017296,-1.9459689,7.543672,0
5.8259077,-2.8467782,8.913609,0
4.390997,0.8632195,7.1221128,0
5.228745,-1.1492206,9.142858,0
5.8326755,1.2982413,7.252774,0
4.022128,0.029609293,5.606511,0
3.2547352,2.6883543,6.959802,0
5.866895,-0.7917943,5.7580137,0
3.958726,2.087373,5.94222,0
4.605076,-0.7209649,7.6725945,0
3.766145,2.518971,7.6578674,0
3.5421064,2.8179994,7.5665565,0
5.348444,-0.09051955,5.5003333,0
3.5107977,3.2377398,7.952624,0
5.0761704,-2.065403,8.372739,0
4.752854,0.056969564,8.231432,0
3.9240575,1.3424071,8.225276,0
4.2878547,-0.9322835,7.222209,0
6.2406163,-4.651576,7.730845,0
4.0844674,1.2618039,5.176086,0
4.5032296,0.6613968,5.4406376,0
6.6199737,-3.6362607,7.286893,0
3.2692192,1.541074,7.121112,0
6.6795416,-4.0263124,7.6925583,0
6.977433,-2.9891534,7.4156947,0
6.125205,-1.3748354,8.845705,0
6.5338163,-1.7460314,7.4350085,0
4.083184,1.5465014,5.3156066,0
5.5755777,-0.71372145,6.513947,0
4.290699,0.6185314,5.5368814,0
4.5476856,1.6675196,6.25595,0
4.657006,2.2075953,7.7826395,0
5.9096665,0.12272736,7.5518785,0
4.9555187,-2.2648013,8.441413,0
4.878395,0.7836875,5.292035,0
3.2301643,2.3930898,6.1341553,0
6.624707,-2.8891625,6.964704,0
6.2819967,-3.1908624,7.13219,0
4.5741787,-1.9726057,8.31931,0
5.4017143,-0.44330093,8.429129,0
5.426709,0.98398644,7.5530252,0
5.0453634,1.3174105,6.0687194,0
5.015945,0.083276674,8.8018675,0
6.422468,-2.7025735,6.7306767,0
4.9360595,0.14401224,5.5529556,0
6.2974606,-0.60353684,7.568971,0
6.4166374,-3.8913689,8.719598,0
6.2613606,-3.3193667,7.310876,0
6.3056765,-0.76415044,7.810077,0
3.0630152,1.1124785,7.997176,0
6.873968,-3.311175,7.1227503,0
6.190188,-0.7994518,8.561278,0
6.1555433,-1.7323368,7.3420677,0
6.512588,-1.8109578,7.8173633,0
4.94717,-2.7733142,7.522623,0
4.1588397,1.3328465,5.3070126,0
6.0635476,-0.41546145,6.5576982,0
4.6575847,-0.049474977,5.295365,0
5.0920777,0.47375387,9.050149,0
5.79215,0.94138306,7.10761,0
4.748513,2.1889384,7.916834,0
5.3937526,-2.5889807,7.079883,0
6.4252644,-2.461177,7.577926,0
4.388881,2.7766907,7.60674,0
6.026741,-1.8837537,7.673681,0
3.7712615,-0.59943247,6.675594,0
5.32571,1.3084185,6.58413,0
4.091736,2.1736746,7.918652,0
4.7620325,-0.8273087,6.8318954,0
6.128224,-3.1804693,7.2093897,0
5.1807055,1.3926167,7.484091,0
4.1179953,0.061248112,8.937217,0
5.455221,-3.2145448,7.303395,0
3.7876394,-1.5528816,7.1552787,0
4.956461,-1.2215633,7.684106,0
6.1776633,-1.2812494,7.6851244,0
5.6982207,-1.6703547,7.549196,0
4.0743837,0.32255995,5.313816,0
4.9961114,-0.79996026,5.7337127,0
5.6193666,1.5916922,7.309269,0
4.3419313,-0.10461505,5.7356944,0
4.4202337,1.7354898,8.016247,0
6.4103518,-2.5452356,7.7430468,0
4.9043717,0.7664473,5.918499,0
6.4951453,-2.2893164,6.861851,0
4.6646624,1.558004,7.492211,0
5.487686,-1.2723075,7.1566343,0
6.1833997,-3.0373688,8.8526745,0
5.490723,-1.0337111,8.489045,0
5.3578234,-1.0786585,7.542648,0
3.4599636,1.8792778,7.8848925,0
4.3944364,1.435519,7.212588,0
4.9019456,-0.6353329,8.117046,0
5.607293,-1.2099193,6.85196,0
6.033887,-4.2791877,7.4523706,0
4.3822947,0.89970267,7.5791535,0
6.2672234,-2.2068088,8.278245,0
6.4768114,-1.9981201,6.6968675,0
4.5436916,1.8375984,5.644084,0
6.53746,-3.7926643,7.76865,0
3.3059974,3.1356635,7.5347466,0
4.1232467,-0.33464468,5.8267164,0
3.2425644,1.337436,7.1424227,0
6.441759,-2.8255086,6.5713525,0
5.662798,-2.812789,7.9402127,0
5.580516,1.1551336,8.266415,0
6.126894,-1.7729967,7.633977,0
4.1001444,0.8188798,5.3066363,0
3.9350069,2.3592002,6.860493,0
5.975811,-0.9856288,7.9907923,0
5.1856437,-0.8066797,7.655616,0
5.513824,-2.4454198,7.4696817,0
3.846152,1.256561,7.809591,0
5.842011,-1.507055,9.230215,0
4.6711206,0.19768016,5.9688597,0
5.2429223,1.9950894,7.6591716,0
6.5871596,-2.9666939,7.164729,0
5.973278,-2.5946212,8.75714,0
6.647739,-3.1245618,8.104821,0
5.514125,-1.5183668,6.4791255,0
6.5958667,-3.2135339,6.8689284,0
6.690086,-3.8164701,7.6545444,0
3.3836095,2.0623188,7.705979,0
6.4007034,-2.276993,7.8843966,0
5.2145815,1.6287698,7.5986147,0
4.1664133,1.7473093,5.471838,0
5.1005206,1.0905395,7.7509255,0
3.2694712,2.4876518,6.4735837,0
6.713525,-0.5667247,8.033582,0
6.1135583,-3.8612943,7.513038,0
6.505644,-4.0638175,7.3219776,0
3.2670386,1.2059945,6.524766,0
5.9874206,-2.4896057,8.650359,0
5.3942695,-1.3826251,7.200902,0
4.4564877,2.6960838,7.500438,0
5.813233,-3.2318444,8.856339,0
4.380848,1.460795,8.423741,0
5.3715134,0.4074625,7.5723014,0
6.342562,-2.0114386,7.419574,0
6.1101236,-2.0841477,8.031205,0
5.627823,-1.7244424,5.995987,0
5.3466187,1.2809712,7.362679,0
7.1382055,-2.0270634,7.669568,0
5.975709,-0.5804186,7.390432,0
3.5803688,-0.7055281,7.2551746,0
3.1568682,2.2259426,5.9415364,0
5.7183623,-2.382919,8.304839,0
7.093542,-2.210673,7.5554957,0
6.678591,-3.3808548,6.7921853,0
5.381757,-0.15775827,5.885428,0
5.49335,-0.6099271,8.983874,0
6.658513,-0.93003094,7.6707754,0
6.397474,-4.2931952,7.7969813,0
6.0645976,-4.475871,7.9512324,0
4.1054406,0.5998279,6.309318,0
5.982051,-0.86708623,8.316093,0
3.335764,1.5092919,8.203596,0
4.229269,1.2008961,5.359489,0
6.5879707,-0.981873,6.7322216,0
5.988086,0.19599316,8.303165,0
5.1899657,-2.5775971,7.702334,0
4.501702,0.40271991,8.773373,0
5.591433,1.4466082,7.9592624,0
6.459303,-4.521727,7.3563747,0
5.574232,-0.27898136,8.536846,0
6.5576563,-2.2885604,7.875441,0
5.5721245,-0.103474505,6.1396284,0
3.9375567,2.4356894,8.028535,0
5.776227,0.0053086667,6.7235274,0
6.016755,-0.71564597,5.938045,0
6.226099,-4.248072,7.822149,0
5.455439,-0.027411962,5.5428863,0
6.407368,-1.0586082,7.5117617,0
4.1584926,2.215809,6.9014034,0
6.30432,-0.56296146,7.795153,0
6.2236443,-4.2422333,7.1124268,0
5.4033504,-2.0471568,7.3501143,0
6.777282,-1.8384132,7.456801,0
5.679552,0.40080348,7.1643147,0
6.001381,-0.4412096,8.067851,0
5.0612497,1.4613343,7.224499,0
3.6561682,2.532459,7.7842784,0
5.4159145,0.80550355,6.3775907,0
4.14964,1.0017352,5.205526,0
6.2364135,-2.3683066,9.375676,0
3.462149,1.9973612,6.2055945,0
6.6005783,-3.428259,7.9876814,0
5.5279427,-0.2757497,8.392191,0
6.356322,-1.2009071,7.9539013,0
5.1248326,0.63138825,7.5985484,0
3.3403752,1.5121028,8.129325,0
5.364902,-1.5802858,9.30189,0
5.653596,0.5167416,6.8406954,0
5.3395133,-1.2905792,7.3640504,0
6.315982,-1.1621886,8.318562,0
3.9293046,1.2875155,7.2482414,0
5.4914055,-2.954466,7.985241,0
3.2513962,2.186226,6.2597556,0
4.4743013,-0.018489275,5.9395394,0
5.1167464,1.3377767,7.6154785,0
3.2666295,2.2924252,6.5851455,0
3.5384076,1.8174093,6.1469665,0
5.6001453,-0.09026649,5.6669927,0
6.2066593,-0.8678156,7.3915253,0
6.8540187,-3.4786603,7.4861784,0
6.4780874,-2.570264,7.704579,0
6.034768,0.18488641,6.4434915,0
6.8986597,-2.0112953,7.7397833,0
4.712196,-0.8540959,5.7002954,0
