umap0,umap1,umap2,umap3,umap4,attack
3.258055,0.14428331,7.6667056,4.120256,4.770511,0
3.0855515,1.6255819,7.948798,5.593292,4.653264,0
6.050831,-3.378825,8.731318,2.8659446,6.5410476,0
4.395867,-1.8766545,9.368805,3.2170477,5.801548,0
4.952692,-2.0562823,9.900811,3.4890203,5.8196793,0
4.930876,-2.5194309,9.218357,2.9489453,6.114848,0
3.331384,0.86969876,7.611657,5.1806426,4.9139357,0
3.9225185,-1.1423634,8.229338,4.2105303,5.450093,0
5.6085134,-2.49713,8.182085,3.5066724,6.4775767,0
3.499473,1.2832576,8.893064,5.601612,4.837204,0
5.148433,-1.016829,10.488098,4.367077,5.571804,0
5.3251014,-2.406039,9.458684,3.1912713,6.394524,0
3.1798487,1.9839188,9.355406,5.8856306,4.525569,0
3.2431734,0.47174636,6.8826995,4.5201306,4.95326,0
4.9930205,-1.7695043,9.337353,4.438587,6.55096,0
3.9140246,0.1255832,7.8420987,4.831952,5.3969154,0
3.7375422,1.0336987,9.082432,5.67376,5.0707607,0
5.9368014,-2.7320862,9.619799,3.258755,6.367552,0
4.2987466,-1.1554991,8.3966465,4.2458253,6.6644893,0
4.781117,-2.239174,8.83471,4.220303,6.866544,0
2.9148915,1.6025254,7.754299,5.1699114,4.3935924,0
3.9775746,0.40300366,7.182314,5.44302,5.5773206,0
2.8039742,1.6213968,7.583959,5.153794,4.370982,0
5.128938,-2.5515583,8.375798,3.6192057,6.637927,0
3.6813812,1.0794233,8.756807,5.9635005,5.27835,0
3.4001808,0.93722767,6.3972907,5.0401,5.0092483,0
2.9732296,1.44228,7.720532,5.0446963,4.538654,0
3.5621333,1.0760986,7.2647004,5.5662575,5.147829,0
3.698502,0.28592974,8.507019,5.0323224,5.290936,0
4.120662,-0.7139744,7.582835,3.5735948,5.05315,0
4.7766814,-1.2793211,8.080015,4.370574,6.0871453,0
3.9687405,0.41640562,6.656006,5.205714,5.515453,0
4.08126,-0.030502629,8.761608,3.763474,4.3084717,0
4.484069,-1.1036992,8.785712,4.643236,6.616009,0
4.518744,-1.0446937,8.790747,4.4873896,6.4285808,0
3.5595677,0.85810757,7.1369634,5.2337227,5.1418815,0
2.878135,2.1756995,8.250022,5.5849466,4.23157,0
3.2934618,2.045242,9.218273,5.9626937,4.3882394,0
3.7711349,-0.79264164,9.317372,5.153913,6.374233,0
4.131971,-0.87423867,8.252576,4.1694217,5.8407745,0
3.4132433,1.5473028,9.150328,5.971549,4.8947206,0
3.4674826,0.27736753,8.74775,4.2704697,4.7626715,0
6.3849807,-3.6120644,8.545618,2.6024554,6.5771127,0
4.1222405,-0.0013773065,8.700506,5.5632625,5.5832996,0
3.2307959,2.3455267,9.185963,6.30462,4.5615244,0
3.9041104,0.26564205,8.534325,3.832684,4.1358137,0
3.0116405,0.5973748,8.880215,5.178325,5.4838543,0
3.8164022,0.27513358,9.418935,4.9507713,5.015715,0
3.7720132,-0.8712013,8.733414,4.6166577,6.3452787,0
5.426694,-2.3493953,9.718772,3.3727937,6.2196827,0
4.6857777,-1.4227462,8.767333,4.7384653,6.4601445,0
6.0930343,-2.9419193,9.087783,3.186398,6.502245,0
4.1201353,-0.0676521,7.572575,5.067094,5.548181,0
2.902089,2.6762033,9.1453285,6.0177402,3.9706879,0
5.107692,-1.2424796,8.779976,4.580932,6.3793406,0
3.9392958,-0.20946896,10.020688,4.321016,5.289607,0
4.397931,-0.6528899,8.1714735,5.3521237,5.720064,0
3.350056,1.1627526,6.490432,5.207501,4.9267764,0
3.7599514,0.97605586,8.137121,5.148072,4.7053866,0
5.3384213,-1.6322271,9.282696,4.410535,6.340587,0
4.7667303,-1.5464801,7.347673,3.805947,5.990309,0
3.4446185,0.24213769,9.800196,5.146126,5.628766,0
4.496462,-1.1141704,8.005349,3.145656,4.8695226,0
3.660837,-0.98678035,9.3919325,4.9673243,6.703347,0
3.7320325,0.09243829,9.54906,5.303517,5.7667704,0
2.7987466,1.2489313,7.2117977,4.6410356,4.427374,0
4.5017457,-0.7057456,8.327558,5.2553453,5.964648,0
3.5606143,0.2829826,6.6453238,4.73171,5.2543793,0
3.1142263,2.2174106,9.374126,5.9202805,4.305983,0
3.9548488,0.21515135,6.6702757,5.059571,5.6078873,0
3.6447084,0.41773748,7.836665,5.118691,5.2179966,0
3.1507697,2.59472,9.312294,6.2022023,4.0752254,0
2.932718,2.1972451,8.120115,5.741752,4.285159,0
3.8339574,0.86485034,6.9879656,5.383255,5.333059,0
2.9341097,2.9855912,9.281687,6.258377,3.810151,0
3.7640195,-0.37222543,9.448474,5.139676,6.1299458,0
4.1251793,0.6642156,8.941766,5.863344,5.442956,0
5.433167,-2.1635773,9.142055,3.5630002,6.7756643,0
3.3024871,0.061810482,7.6942997,3.9895475,4.8646517,0
5.217769,-2.287536,8.962367,3.5053086,6.1613307,0
4.6668644,-1.2348012,7.2280807,4.4367166,6.011703,0
4.032406,-0.4685625,7.538712,5.1211433,5.526742,0
4.090627,-0.031378325,6.8004994,4.780136,5.912969,0
3.0307784,1.6097766,9.057464,5.651662,4.8024645,0
3.6396146,1.7397324,9.040309,6.064267,4.82455,0
4.3042192,-0.13333273,8.6576395,5.5653176,5.794916,0
5.872459,-2.3677404,10.066066,3.5788102,6.099699,0
3.7048607,0.89507264,8.134828,5.893133,5.364532,0
5.3750095,-2.326878,9.3852825,3.81147,6.702891,0
5.871525,-2.4603179,9.727576,3.5576413,6.3481135,0
3.0112035,1.1599178,6.807908,4.798036,4.7470474,0
3.9395306,0.29941073,8.993089,3.9006996,4.122211,0
5.917231,-3.2432892,8.396548,2.9747145,6.5703344,0
3.3432095,1.1480753,6.4153805,5.174531,4.891645,0
2.9756417,2.7614093,9.132502,6.1633353,3.9804788,0
3.067902,2.3659322,8.9966955,6.1411214,4.3048778,0
5.489005,-2.9648683,8.611315,2.742333,6.0941453,0
3.3964298,0.12880865,7.3125653,4.42254,5.0715523,0
4.0764484,-0.01740034,6.9304595,5.0832667,5.66681,0
3.0557323,0.95050275,6.7747264,4.673232,4.754308,0
4.22044,-0.36877978,8.434139,3.5236063,4.408753,0
6.043101,-2.9052336,9.731785,3.1357005,6.3167005,0
3.9611518,-0.56608504,9.330455,5.205583,6.2584686,0
3.0238373,0.9847482,6.813837,4.678078,4.6783547,0
4.040565,-1.2467414,8.849067,3.999726,5.915194,0
6.3882976,-3.6118333,8.615943,2.5702584,6.473231,0
3.8699262,0.29989645,8.8045435,5.4809394,5.53391,0
5.3842154,-3.0639863,9.150182,2.7444394,6.252085,0
4.069961,-1.6384214,8.988429,4.2158785,6.6666303,0
6.055853,-3.1817493,8.327609,3.1439793,6.7196913,0
3.902789,-0.75206614,8.560135,5.2374854,6.3152814,0
3.5592577,1.1293823,7.985079,5.4249325,4.8773713,0
4.726354,-2.152391,9.212187,3.4569407,6.1424427,0
2.817284,1.5735894,6.883382,4.9522514,4.446569,0
3.1129658,1.1464972,6.8316293,5.0693603,4.8512807,0
4.95108,-1.4315144,9.819863,4.349615,6.146721,0
4.7489567,-1.8853034,9.278901,3.0629182,6.0862155,0
4.2166495,-1.0931926,7.4266424,3.7818422,5.760594,0
5.5979676,-1.963502,8.121907,4.354544,6.349807,0
5.7255006,-2.699267,7.879598,3.4674075,6.5133934,0
3.6259837,0.69539326,8.3773365,5.651854,5.350446,0
3.0305395,1.5351139,6.823682,5.12903,4.6142817,0
3.3176923,0.7353298,7.904813,5.075455,4.7744803,0
6.1951594,-3.1327353,9.093054,3.1328187,6.4730086,0
3.40572,0.48514506,8.546542,4.884983,5.3209133,0
3.0617568,2.551031,9.319593,6.0678186,4.049034,0
4.072922,-0.25340667,9.844845,4.8957367,5.58147,0
3.494276,0.774876,9.584084,5.2452855,5.3206987,0
6.0673122,-3.3523304,8.53913,2.945314,6.6945934,0
6.266364,-3.5651267,8.685877,2.541671,6.403238,0
3.1363451,1.3620332,7.1460347,5.1627083,4.687266,0
4.1245313,0.22545786,9.754711,5.3300705,5.4485707,0
4.2023244,-0.019276632,6.7608924,4.9109216,5.6212215,0
4.249484,-1.8667289,8.92262,4.4227605,6.9048924,0
4.1825156,0.11880177,8.660025,5.641027,5.893119,0
5.0799384,-2.6284204,9.404158,2.652475,5.9753914,0
3.4168785,0.22016124,7.557997,4.644461,4.927167,0
4.351955,-1.5572435,8.915714,4.531896,6.5993037,0
3.4036915,1.5398592,9.333344,5.792887,4.8091874,0
3.566399,2.152319,8.467576,6.335984,4.553743,0
3.2119534,1.8729101,7.329328,5.6838684,4.522858,0
3.7473202,-0.12625706,8.397814,4.2453413,5.224574,0
5.6629696,-3.1509943,8.665926,2.607987,6.1228404,0
3.0186036,1.6597533,8.012924,5.166982,4.3289676,0
4.1001344,0.22407834,7.6424036,5.3408275,5.59166,0
3.7487903,1.061123,6.932769,5.4913034,5.2314005,0
4.2707243,-1.2246011,8.290951,3.7251525,5.728637,0
4.28708,-1.695417,8.684046,3.9987633,6.491152,0
4.9872026,-2.406718,8.799689,3.9809124,6.788642,0
4.138324,-1.053204,7.348856,3.6599185,5.6927814,0
4.955911,-2.307721,9.206569,3.460303,5.916092,0
3.9316525,-1.1059768,8.278606,4.5990834,6.4393983,0
6.084043,-2.6743944,9.644273,3.583426,6.4226646,0
3.2371178,2.1645637,9.353242,5.4589624,3.7919405,0
3.4948952,1.2812423,9.144302,4.6885085,3.940053,0
5.167956,-2.3900385,8.9100485,3.5604782,6.488478,0
5.8164077,-2.5421917,9.004969,3.8731818,6.6415706,0
3.8237777,-0.14248745,8.7064705,5.0210032,6.3240285,0
4.6159577,-0.76593703,8.866534,4.734328,6.3986244,0
4.5076275,-1.8632462,8.584942,3.1671345,5.9929833,0
4.43156,-1.6744113,9.307304,3.6494498,6.0202146,0
2.7569852,1.8531972,7.421962,5.128727,4.2584276,0
4.330014,-0.7421581,7.373051,4.347522,5.717611,0
3.5355241,0.90451497,8.483368,5.5133066,5.1794133,0
4.7026496,-2.2675264,8.45684,2.873607,5.9543653,0
4.947716,-2.2447257,8.843567,4.1108766,6.741964,0
3.361577,0.48195317,7.32803,4.2513137,4.636174,0
4.31501,-1.6162254,9.084799,4.03117,6.353951,0
3.2359743,1.3932601,8.956429,5.290399,4.5559072,0
2.9438033,2.8110917,9.232005,6.1384797,3.8927555,0
4.178886,-0.1324326,9.151984,4.8345637,6.1091223,0
3.7348416,1.4581728,9.156864,6.10809,4.9586816,0
4.1476693,-1.2322854,8.549885,4.2279377,5.680029,0
4.3011127,-0.48151028,9.30044,5.1193457,5.947085,0
5.4450264,-2.2457812,9.979408,3.5683057,6.175313,0
4.200348,-1.3779455,9.008733,3.9959307,6.1218967,0
4.0884337,-0.60323286,9.935425,4.086247,5.652993,0
4.7224402,-2.0658002,9.714313,3.0152218,5.8204,0
6.3626523,-3.5429928,8.84515,2.660674,6.486161,0
4.908391,-1.7680693,10.077475,4.1531878,6.0338354,0
5.4223456,-2.7552288,8.82742,3.381484,6.893922,0
4.0777874,-0.78295934,7.238108,3.9754837,5.63697,0
4.3053193,-0.94034654,7.913184,4.250402,5.8013697,0
4.0773745,-0.39907163,9.207811,4.8494654,6.104554,0
4.387613,-1.0070482,7.498057,4.071247,5.7082353,0
3.859505,-0.5482704,8.9384575,5.1888094,5.5004506,0
5.363865,-1.2440209,10.508755,4.277891,5.8102913,0
2.978114,1.5411426,7.435932,5.445469,4.631171,0
4.038929,-0.8502289,8.661441,5.138498,6.191059,0
5.88611,-2.7807288,9.5259905,3.413544,6.527337,0
4.4658976,-2.0531766,8.616568,4.312396,6.9477077,0
4.4762373,-1.3974338,7.453261,4.0794506,6.271201,0
4.2998853,-1.2382404,8.687038,4.22989,6.5944223,0
3.309514,0.32614714,6.917078,4.2652016,4.874433,0
3.1142416,2.3683972,8.997579,5.8815346,4.091296,0
3.8835866,-0.38758993,8.428075,5.2840533,6.2933335,0
4.2597384,-0.725226,10.104085,4.4155245,5.6926084,0
4.080256,-1.6267053,8.863233,4.202388,6.614094,0
3.3320844,1.6062083,9.299751,5.097305,4.0381203,0
4.3865013,-0.96472234,10.045775,4.11558,5.7201805,0
4.163808,-0.72903204,7.3319693,3.8932233,5.364933,0
5.243586,-1.8815975,8.532596,3.9554543,6.420735,0
3.9955893,0.17394815,9.904434,5.1446877,5.4541016,0
4.683306,-2.012508,8.954542,4.470833,7.0169034,0
3.6867776,-0.014399189,9.1170635,4.0018144,4.76097,0
3.5514863,-0.014559523,7.232211,4.405027,5.419479,0
4.77576,-1.6163107,7.709698,3.722995,6.40306,0
4.9046082,-1.4931428,8.892573,4.297902,6.3729076,0
3.12147,1.3070474,6.526994,5.028735,4.6860366,0
2.9776974,2.2969227,8.972224,6.0194783,4.387007,0
3.5769818,0.045421645,9.474563,5.1417675,5.784614,0
3.409178,0.23814358,9.009071,5.2813506,5.4558744,0
3.5527623,0.16802578,9.606389,5.2162275,5.8070493,0
4.909817,-1.2808889,8.326589,4.5735545,6.3384576,0
3.8644328,-0.3881933,7.177419,4.1589036,5.411826,0
3.4885952,0.5203108,6.3869605,4.8149643,5.066379,0
5.5906024,-2.6415188,7.997991,3.64125,6.5352116,0
3.6943069,-0.60703397,9.509001,4.036178,5.4848237,0
2.9024668,1.0920562,8.263494,4.531469,4.3753066,0
4.272067,-0.83137333,7.985827,3.3540118,4.8358502,0
3.7006433,0.99138653,8.587995,5.632915,5.0571723,0
3.1383018,1.9704863,7.4354615,5.6846075,4.4476604,0
3.993211,-1.0788275,9.045557,5.033518,6.919155,0
4.3540945,-1.7129798,8.327276,3.3528962,5.9321356,0
4.0395875,0.24009353,9.169367,3.979297,4.220488,0
4.348058,-1.0766399,9.886093,3.9974592,5.770678,0
3.6291184,0.13106221,9.417457,5.2381244,5.873468,0
3.285416,1.2977686,6.9677753,5.350658,4.7899685,0
3.39466,1.2051578,6.6716228,5.398295,4.9258866,0
3.591805,-0.094434336,7.0993743,4.7708516,5.2061872,0
5.749554,-2.9700153,8.319829,3.3128078,6.668889,0
4.7190456,-1.6657127,8.226202,4.2917237,6.4627047,0
2.7398434,2.204745,7.6292586,5.4292774,4.148588,0
4.0294375,-0.65627825,7.241957,4.163875,5.656966,0
4.9909225,-2.1995687,8.387692,3.179575,6.3131857,0
5.3626184,-2.9299738,8.94818,3.141238,6.626229,0
4.936154,-2.0404873,8.127834,3.9381142,6.4519086,0
3.4429188,0.65112317,6.691966,5.0703053,5.115765,0
3.2298396,2.6723382,9.2962475,6.308566,4.0385165,0
3.05944,1.5589547,8.76195,5.407355,4.676106,0
5.127037,-2.5444407,8.437168,3.6587863,6.6913285,0
2.9474666,2.959023,9.260158,6.254115,3.833066,0
3.646242,0.055650197,7.0081816,4.8144345,5.345745,0
5.4575095,-2.551929,9.456713,3.6083958,6.6189265,0
4.1439066,-0.026952483,8.781909,5.5911045,5.730437,0
3.8105092,-0.27830842,9.070062,5.409257,6.044069,0
5.3237348,-2.2873802,8.114955,3.847949,6.3823314,0
4.2443795,-0.4123826,8.457968,3.398864,4.36752,0
3.7445123,-0.9743484,9.240757,5.0640645,6.7490177,0
5.5038853,-2.3252947,10.160832,3.2649343,6.042989,0
5.041358,-1.4416906,8.055615,4.656406,6.384428,0
4.5173984,-1.6250079,9.829966,4.53814,6.5592985,0
4.384988,-0.9370383,8.5890465,4.4521084,6.569973,0
4.764573,-1.2152541,8.550457,5.0420084,5.942932,0
3.3517234,0.253336,6.9519897,4.1090703,4.9507976,0
2.920583,2.1547852,8.217142,5.671477,4.276344,0
3.1521358,1.2251526,7.061773,5.1078353,4.771506,0
5.730899,-2.5434427,8.450159,3.3932722,6.7265673,0
3.9862454,1.037919,9.029479,6.253004,5.4766145,0
3.092012,1.4460396,7.225315,5.2886615,4.577072,0
3.8509583,0.4701982,6.5213895,5.1237464,5.401002,0
6.3660493,-3.5521464,8.730435,2.6520169,6.5210247,0
3.9693854,0.28681055,9.1460085,3.9033613,4.119835,0
4.378335,-0.6718478,7.8419847,4.881629,5.734195,0
3.0071006,1.9492004,8.852443,5.4248075,4.166576,0
3.3726406,1.0482482,9.247333,5.1978226,4.503406,0
3.4192505,0.22040811,7.5916586,4.640871,5.315295,0
2.9300005,1.9348996,7.8951993,5.4071374,4.3146005,0
4.0812674,-0.092003055,8.982545,5.390503,5.690634,0
4.200329,-1.7893255,9.104291,4.4610047,6.709977,0
4.0092416,0.75527734,8.397965,5.168368,4.9674644,0
3.0730863,1.1033734,6.76398,4.7829247,4.866353,0
3.493134,1.9212863,8.882092,6.218557,4.659461,0
4.7374043,-1.8557484,8.720111,3.8087616,6.1385045,0
4.5359397,-1.6894925,9.589586,3.5274677,5.9113073,0
3.9705558,0.26352587,6.6576896,5.197088,5.6141033,0
6.460167,-3.6465979,8.6600895,2.5348523,6.5203443,0
4.11348,-0.47242665,10.002263,4.740549,5.540343,0
3.5407884,0.82192194,7.428566,5.2347937,5.116143,0
6.1966243,-3.5352707,9.132588,2.4859369,6.4913383,0
3.5484617,0.10366861,9.558803,5.185986,5.7849073,0
2.9855177,1.1974823,7.1968155,4.948019,4.6716933,0
4.6412406,-2.0687547,9.761258,2.9705806,5.7660275,0
4.524042,-1.646339,8.9208975,4.2321663,6.2544713,0
4.288424,-1.0562621,7.574307,4.5468745,6.1380982,0
3.3603055,2.3127165,9.247552,6.3901362,4.572105,0
4.305889,-0.8563156,8.824411,4.503392,6.544169,0
3.0871654,1.0625476,9.675213,4.986923,4.7783327,0
4.223416,-0.80129915,9.631706,3.9283013,5.7948537,0
4.9996705,-1.7838255,7.707019,3.7206686,6.432148,0
3.5889843,0.052223224,7.2259116,4.5506897,5.4003153,0
5.4291954,-1.6557764,10.108998,4.1890383,6.1284337,0
3.4715955,0.23023003,6.9844975,4.8697104,5.0484276,0
5.5984364,-2.6932275,8.788776,3.4010456,6.7651744,0
6.167092,-3.311759,8.764129,3.0364375,6.688702,0
4.592832,-2.1742167,8.792469,4.4412327,7.1682916,0
3.5710588,0.27176937,8.753636,4.9495587,5.2968535,0
5.58676,-2.4021456,8.481007,3.955514,6.3506327,0
3.9496138,0.3514365,6.830847,4.771202,5.8735247,0
3.2353792,0.325001,7.0412307,4.326581,4.948783,0
4.101412,-0.54115087,9.42059,3.8757231,4.7656827,0
4.5729694,-1.2988688,8.920658,4.65333,6.567506,0
3.4287517,-0.030858716,7.9324293,4.4985304,5.4049673,0
3.1942558,2.3216355,9.491208,5.682674,3.8412855,0
3.3342469,1.1125143,9.539513,5.531689,5.094834,0
3.4792047,1.374116,9.266233,5.035488,4.1767387,0
4.2875323,-0.9975929,7.917084,4.87102,6.518768,0
3.3896742,0.26519996,6.788043,4.37738,5.0013037,0
3.739744,-0.9926163,8.68279,4.0024605,5.649542,0
3.136914,1.2468038,9.297978,5.480622,4.9779997,0
3.7871819,1.1096328,8.513619,5.7672424,4.9676595,0
3.3544424,0.55109006,9.345151,5.2222986,5.344604,0
4.909895,-2.6016183,9.113635,3.2523859,6.576497,0
4.8956676,-2.105792,8.8984165,4.2565603,6.7761564,0
5.495267,-2.1824574,9.903994,3.6051645,6.298524,0
