umap0,umap1,umap2,umap3,umap4,umap5,umap6,umap7,umap8,umap9,attack
5.827344,10.720692,6.056995,5.3217735,3.4121308,6.4923716,2.0494199,5.439393,5.984153,3.6133246,0
4.703786,11.93461,7.2220535,5.5418715,2.2887414,6.0858164,1.5256951,6.139063,6.1328745,3.621778,0
6.6039963,9.167095,5.9952874,4.997041,3.678757,6.475376,2.682796,4.7272887,5.799652,3.7435613,0
5.998747,10.05624,7.1003075,5.002684,2.905952,6.5416684,2.1467257,5.2967796,5.9737525,3.8264096,0
4.5949216,13.313018,5.4401593,6.0804443,3.1201456,6.179927,1.3377912,6.3278866,6.170576,3.367581,0
4.1012836,13.590068,5.231544,6.344854,2.9756498,5.6936636,1.3583586,6.458142,6.1317444,3.2044163,0
6.370764,11.182609,6.9980273,5.274599,2.8194525,6.8218436,1.7862655,5.4298606,6.0853777,3.7657893,0
5.8869305,11.471951,7.400136,5.7466435,2.1341968,5.905929,1.7006563,5.6111374,6.041324,3.383548,0
5.3267927,10.4764,6.74587,4.964862,3.2039027,6.7128477,1.9183908,5.7034225,6.058157,3.838672,0
6.088319,9.97491,5.1272135,5.264821,3.9842243,6.358801,2.6192758,4.940605,5.8087463,3.6765838,0
4.9833364,13.101937,5.9443097,6.3666253,2.6106951,5.6490355,1.3771696,6.147966,6.1061397,3.071627,0
6.1497326,10.643641,6.692107,5.0435824,3.2135565,6.929571,1.9520273,5.4058685,6.0514507,3.8531127,0
7.248467,8.352335,6.6250696,5.014871,3.2797613,6.1346235,2.9143324,4.3253446,5.698784,3.6172252,0
6.6799583,9.396308,6.946783,4.94637,3.1493933,6.599406,2.3639588,4.9245553,5.901167,3.7561262,0
5.911828,11.605608,7.32724,5.8220687,2.0961363,5.8498764,1.7127414,5.586394,6.03292,3.369866,0
6.637726,9.995315,6.669107,5.4833164,2.8881543,5.9883056,2.3227842,4.9419365,5.85491,3.4126735,0
4.060829,13.751327,5.175457,6.505012,2.8962972,5.515108,1.3190819,6.492852,6.125415,3.083813,0
5.0198245,11.826303,5.3720317,5.6821136,3.5057502,6.2511187,1.8365198,5.8496914,6.032443,3.489089,0
4.5761623,12.331661,7.045271,5.7318697,2.2850971,5.974394,1.3925508,6.2779636,6.1585584,3.4879463,0
6.6595426,9.754305,5.6379814,5.685161,3.3715277,5.646433,2.6880138,4.6684012,5.7151966,3.267011,0
6.92294,8.939713,6.771261,5.1326118,3.0917134,6.1211624,2.6534638,4.61927,5.7746215,3.5731163,0
5.4531918,12.440332,6.5255837,5.750394,2.4608543,6.2213135,1.7663517,5.691122,6.065465,3.7401228,0
5.814813,11.450689,6.084818,6.0490475,2.7774181,5.5657573,1.9782518,5.4454064,5.921736,3.1453745,0
5.5655026,12.414465,6.558141,5.698841,2.8125472,6.582048,1.3527051,6.010808,6.188972,3.497064,0
5.0170755,12.677701,5.774828,5.750784,3.213562,6.5287066,1.4355724,6.137025,6.1685343,3.5309398,0
6.409569,9.553644,5.4087777,5.335565,3.8668437,6.1660614,2.6086392,4.848719,5.7841587,3.451642,0
6.026827,10.983857,5.415702,5.781303,3.4357042,5.96166,2.2325032,5.2167087,5.878149,3.3359756,0
4.9141235,13.303556,5.7753124,6.374825,2.6605942,5.703593,1.3914455,6.1532345,6.1098237,3.1410518,0
5.390146,11.977148,5.2362933,5.805818,3.5166068,6.2637796,1.8543063,5.7067804,6.0191894,3.4367998,0
6.966475,9.103877,5.7081866,5.34517,3.6357782,6.0216236,2.8320093,4.480816,5.7053103,3.4562795,0
6.759968,9.697989,5.6166034,5.4951773,3.568099,6.0139546,2.6387591,4.686983,5.759328,3.403432,0
5.8347726,11.311612,7.5599723,5.7012873,2.144488,5.935469,1.6038545,5.710089,6.067832,3.3129556,0
4.365462,13.685298,5.367249,6.570882,2.7235472,5.424125,1.358909,6.341728,6.1008506,3.0286849,0
6.7683187,9.605177,6.9806323,5.237512,2.8851664,6.213698,2.3641362,4.875674,5.865207,3.5575805,0
6.1731615,10.534818,7.3431225,5.2602487,2.599885,6.3977637,1.9332868,5.381894,6.0144563,3.6439097,0
6.394894,10.321354,7.9514794,5.139853,2.3116627,6.488845,1.8756281,5.344939,6.04027,3.6983469,0
4.922223,12.640622,6.9859476,5.908006,2.1346853,5.9071183,1.4359605,6.1092415,6.1351247,3.4739587,0
4.2971444,13.747237,5.6277237,6.5830765,2.5398273,5.3774953,1.2825447,6.418411,6.121929,3.0187075,0
6.592792,8.8545065,5.6125402,4.9686303,3.9346106,6.3905425,2.8692167,4.6075883,5.738245,3.721148,0
5.3125186,11.254745,6.4226413,5.292665,3.1902556,6.6087914,1.7221179,5.848807,6.0972576,3.661624,0
4.672219,12.963634,6.074082,6.0152297,2.7870224,6.057817,1.307111,6.3230867,6.1710434,3.320992,0
6.3322706,10.6751175,5.8007917,5.629571,3.3283503,6.118109,2.2435603,5.1119,5.8859963,3.4073205,0
6.7523656,8.637661,7.862469,5.2649193,2.2307858,5.4903884,2.6130412,4.673502,5.7443132,3.3943932,0
4.918248,12.387339,5.3523607,5.870579,3.342886,6.169482,1.6961637,5.9687815,6.0655465,3.434186,0
6.4549437,9.419694,5.154842,5.2020297,4.0969477,6.3461223,2.7434478,4.740482,5.7639813,3.600801,0
6.8650026,8.826594,7.708347,4.832715,2.7074268,6.420073,2.4599369,4.777019,5.8662357,3.7798584,0
4.8053803,12.907753,6.225715,6.0222793,2.7352972,6.076933,1.2480991,6.325466,6.184312,3.2665665,0
7.1737027,8.47337,6.875686,5.020417,3.1151712,6.131944,2.8077407,4.4240165,5.7307267,3.6118145,0
6.732355,10.118892,5.900375,5.785165,3.1505632,5.66955,2.4967928,4.776914,5.76978,3.2164772,0
6.7381506,8.505154,5.764285,4.8836565,3.8800316,6.363442,2.9996455,4.453966,5.700136,3.7727163,0
5.995299,11.482135,7.110033,5.232331,2.7830474,6.9229856,1.5911486,5.7044363,6.155082,3.8006623,0
6.3097434,9.916228,6.7416015,5.1879005,3.1044517,6.3792987,2.20057,5.163796,5.928849,3.5930152,0
5.531887,12.707056,6.243073,6.262188,2.378662,5.649278,1.6606854,5.734562,6.0290003,3.2448742,0
4.561208,13.637182,5.540112,6.435699,2.6347787,5.6052957,1.441924,6.211773,6.0981226,3.2318435,0
7.086647,7.5891533,7.8366575,4.6143203,2.746706,6.164592,2.919858,4.3621025,5.720694,3.8234427,0
7.101092,8.290583,6.5483284,4.8987694,3.433513,6.2806387,2.89409,4.403175,5.7195373,3.6840227,0
4.4339266,13.778689,5.52378,6.548662,2.6154406,5.4907804,1.3340671,6.331673,6.11638,3.096873,0
5.843251,11.760267,6.8027563,5.363075,2.8233314,6.796209,1.6308814,5.7152495,6.13605,3.7809618,0
7.0324006,7.993682,8.110571,4.7916484,2.4531097,6.045629,2.7045226,4.5256834,5.7702084,3.7045696,0
7.111859,8.037802,7.838293,4.695619,2.7393532,6.304833,2.7246768,4.50153,5.7798038,3.791401,0
5.872997,10.099288,5.335918,5.176706,3.9379537,6.4967074,2.4692116,5.1285357,5.867499,3.726457,0
5.6638865,11.585399,5.822138,5.927062,3.162486,5.9348097,1.7866166,5.6674275,6.0005426,3.1625164,0
7.3597937,7.952769,6.6727333,4.977996,3.2637484,6.005022,3.0712373,4.1687627,5.642762,3.6007948,0
7.0642924,8.276081,6.3782315,4.914727,3.4928546,6.2284694,2.9763184,4.349637,5.6930013,3.7004752,0
6.6699424,9.997728,5.783954,5.494223,3.4453819,6.1036663,2.507994,4.809771,5.8064723,3.4487715,0
6.7539515,9.977425,6.3471565,5.652676,2.9875927,5.7864776,2.4113479,4.835472,5.8058157,3.2707922,0
4.8558707,13.077066,5.7861395,6.0552764,2.9223647,6.1286497,1.3825817,6.2034645,6.151851,3.356599,0
7.37475,8.279775,6.775534,5.1391788,3.0885167,5.9000463,2.9431918,4.250249,5.667961,3.4999247,0
5.9793453,9.973789,5.9910426,5.0190125,3.6266546,6.6357675,2.3766012,5.1560764,5.909512,3.829946,0
4.7960515,12.765095,5.293354,6.084229,3.2226343,5.9751897,1.5899593,6.077586,6.077899,3.296393,0
6.2680507,10.574781,7.132805,5.05162,2.8386357,6.791661,2.009061,5.3019094,6.0301657,3.9018843,0
5.3175488,12.365588,6.322819,5.6494637,3.0001469,6.584178,1.388128,6.079334,6.1822705,3.5128298,0
6.6480145,9.974236,7.0427427,5.5193973,2.615751,5.863541,2.2699256,4.96692,5.86177,3.3686805,0
6.8820662,7.5508275,8.436309,4.451262,2.4631855,6.2675037,2.7773783,4.5309844,5.780667,3.928436,0
6.956341,8.686726,6.905922,4.8624535,3.1594837,6.4054184,2.7416441,4.545485,5.7810597,3.8124018,0
5.5500617,11.18823,7.5450673,5.549506,2.319463,6.089028,1.5286026,5.8797336,6.1052775,3.3555858,0
5.9974236,10.6616745,7.903648,5.366717,2.1059382,6.114053,1.8267704,5.4945474,6.0294776,3.5703592,0
4.42994,13.8200655,5.6581173,6.665318,2.4507062,5.3084116,1.295642,6.3542857,6.110231,2.9845436,0
5.8821483,10.326103,6.7107015,5.2775507,3.3132606,6.5214133,1.689488,5.715912,6.074347,3.3109925,0
5.327413,11.636815,6.5339336,5.5199747,2.8731704,6.3452525,1.695273,5.8387628,6.085085,3.5832422,0
7.21128,7.7724247,6.989028,4.789388,3.1724105,6.12403,3.0535088,4.2352557,5.6666965,3.733987,0
4.9981856,12.885081,6.1238403,6.252907,2.5521169,5.6907268,1.431828,6.1001854,6.098467,3.1516266,0
4.528736,13.447336,5.434775,6.271838,2.9700625,5.899229,1.3278046,6.342997,6.1491895,3.22303,0
6.394501,10.597346,7.187044,5.8143783,2.3242874,5.60881,1.99499,5.238343,5.9165926,3.1534457,0
5.7786183,12.143541,7.196235,6.2187324,1.938739,5.4879355,1.5138195,5.7639923,6.0489235,3.0475497,0
5.5739923,12.533951,6.3176384,5.467205,3.187875,7.1060658,1.2870117,6.069759,6.245355,3.7104723,0
6.558218,8.97636,8.147097,4.92939,2.3072667,6.1485415,2.3441195,4.9476013,5.885651,3.7071192,0
6.4839954,11.1501255,7.152342,5.0952554,2.9941616,7.234474,1.5744754,5.572337,6.171688,3.8000975,0
6.482483,10.91225,6.824151,5.392852,2.9354224,6.610084,1.8337144,5.367995,6.0438004,3.5531864,0
6.4561834,9.46715,5.700254,5.03873,3.8651583,6.572362,2.5962632,4.8466315,5.8294306,3.732802,0
5.4668274,10.996089,6.383614,5.2234464,3.3252409,6.6912374,1.758235,5.7825217,6.088512,3.6482542,0
6.437729,9.655222,7.4546223,5.316316,2.4518015,5.8839583,2.309242,5.007202,5.864507,3.5042892,0
6.1790247,10.006771,5.449118,5.195507,3.7751787,6.4325624,2.6126173,4.9051204,5.8214607,3.7828712,0
3.792469,14.031475,5.194693,6.6478214,2.6821728,5.2617993,1.3106124,6.5722923,6.116876,3.0561392,0
5.170175,11.9301605,7.601733,5.6975174,1.9447736,5.9210114,1.5080315,5.977684,6.1150784,3.4997456,0
7.038538,8.649808,6.351413,5.027427,3.4355533,6.243368,2.8462975,4.448602,5.7280765,3.6559565,0
4.355321,13.079466,6.781991,6.115652,2.1212986,5.655959,1.2611569,6.423454,6.1674633,3.303286,0
5.4462633,11.776031,5.7992125,5.753841,3.195221,6.1787033,1.8117309,5.7165866,6.0269575,3.4254608,0
6.5099115,10.743986,7.1315336,4.9964314,3.0104547,7.1447644,1.8038586,5.39347,6.1055646,3.8884544,0
6.6442933,8.476246,6.545318,4.8121095,3.428017,6.331778,2.8439426,4.590707,5.749558,3.8022642,0
5.895722,11.4193945,6.451464,5.5998178,2.9886868,6.372121,1.7203145,5.642396,6.061644,3.4333494,0
6.111565,10.014946,6.322084,5.191954,3.3934042,6.439349,2.2056448,5.2369347,5.9326453,3.5898788,0
5.698346,12.432491,6.763554,6.1892343,2.25454,5.730427,1.4620242,5.8431673,6.082766,3.1189804,0
5.027722,11.684193,8.001514,5.6334243,1.7045327,5.7821527,1.5259408,6.009778,6.108632,3.513421,0
6.6407733,9.391319,7.4560404,5.0259786,2.7380695,6.359741,2.2979825,4.9697886,5.9045005,3.6787043,0
6.6694493,10.1038065,7.9711146,5.086408,2.3699024,6.569352,1.9386312,5.212759,6.0239706,3.711479,0
7.171289,8.167661,6.5651884,4.872047,3.4380517,6.2764816,2.9445436,4.3442163,5.7049108,3.6993632,0
6.1903224,9.542346,6.5558944,5.0113115,3.328716,6.458649,2.3637025,5.0924587,5.895123,3.7082827,0
5.8360047,9.5822525,7.857284,4.7937956,2.5263796,6.461865,2.1638663,5.3319645,5.977379,3.9218123,0
6.354756,8.394035,8.014891,4.4618807,2.7382987,6.5966673,2.4864695,4.9357843,5.892916,4.010474,0
6.664113,9.908386,7.3696465,5.273668,2.7060187,6.2999926,2.0442593,5.1505346,5.9596233,3.4595747,0
6.3849626,9.609916,5.401097,5.2547054,3.9712594,6.3585753,2.5310335,4.9243293,5.8217793,3.5019662,0
6.573105,9.895171,6.942503,5.204455,2.910995,6.3480477,2.271059,5.009709,5.9073753,3.6385024,0
5.4689984,12.715771,6.1092696,5.657028,3.1366076,6.846181,1.3073981,6.0868406,6.222859,3.5922701,0
7.1213393,8.931108,6.2815914,5.2870464,3.297908,5.983524,2.7979026,4.445336,5.713493,3.470574,0
6.0926657,10.463086,6.5783296,5.246057,3.149685,6.5086875,2.040416,5.3527513,5.9875064,3.632504,0
6.8741,9.758106,6.148895,5.6165314,3.1532125,5.806655,2.5255828,4.7173862,5.772279,3.2789664,0
6.7379436,7.987924,8.284289,4.468986,2.5351512,6.431131,2.6674752,4.6651564,5.824488,3.995449,0
5.6944613,12.593457,5.7946076,6.2651715,2.8180282,5.8151436,1.6239072,5.7382407,6.038107,3.1312206,0
6.8657255,9.756526,6.0656004,5.6708465,3.193676,5.7410083,2.5183039,4.727554,5.765723,3.2079883,0
7.015662,8.346371,6.9119244,4.835354,3.2471519,6.338833,2.7883527,4.504353,5.7580953,3.7280247,0
4.3493605,13.590151,5.487149,6.417027,2.8066397,5.654415,1.2837657,6.425943,6.1431293,3.1080806,0
5.8659434,12.307339,6.547366,6.244811,2.363123,5.6635685,1.5611272,5.715993,6.043416,3.0668514,0
5.222741,12.390453,6.933194,6.144201,2.1961875,5.635764,1.3552405,6.085587,6.112918,3.08084,0
5.4051957,12.882788,6.196975,6.3623185,2.4665437,5.6445227,1.434157,5.9603386,6.0835843,3.056159,0
6.71384,9.042148,6.387818,5.064021,3.4375868,6.317132,2.5977392,4.7499423,5.8047795,3.5995393,0
6.187515,10.975842,6.208563,5.7774296,3.1385505,6.063917,1.830554,5.474381,5.9882283,3.1335042,0
4.714712,12.655685,5.4279976,6.003435,3.1314607,5.9594913,1.6619412,6.0447884,6.0635457,3.393035,0
6.6158805,8.946549,7.6024013,4.8734317,2.7177389,6.3318954,2.4458754,4.870627,5.8674493,3.765275,0
4.995833,11.46741,7.8313694,5.5893936,1.8847722,5.784377,1.5872781,5.985555,6.087947,3.4864042,0
5.0202694,12.966056,6.3966374,6.137617,2.3715317,5.820192,1.4522308,6.0658064,6.112756,3.3370016,0
6.9188776,8.309954,8.235548,4.715813,2.4122863,6.2642474,2.5824506,4.6555014,5.8257074,3.8234143,0
6.8008647,9.480296,5.5335283,5.4119277,3.6844046,6.0653644,2.7240283,4.617438,5.7391057,3.4455814,0
5.2027445,12.085086,6.8294888,5.496428,2.7121956,6.553263,1.4294225,6.072831,6.1802344,3.6365201,0
6.1932473,9.923679,6.2436757,5.213699,3.319323,6.3018785,2.3978972,5.055644,5.8709393,3.655617,0
6.3361573,9.260245,7.7230554,4.82825,2.6526234,6.4519634,2.3060274,5.0626035,5.9226494,3.849529,0
4.4013634,13.202352,6.380412,6.202028,2.3244026,5.6499476,1.3045964,6.3792953,6.1491256,3.2595167,0
5.8813653,11.715804,6.185974,5.44843,3.097894,6.6806726,1.8659292,5.526811,6.0586176,3.7842736,0
5.3989162,12.474987,6.211279,5.643657,3.0845628,6.708945,1.3647147,6.0671115,6.1970434,3.5487123,0
7.181014,8.450886,6.6995306,5.1086855,3.1629062,6.0011873,2.860655,4.38065,5.7021303,3.5386074,0
6.080398,9.521092,6.010118,4.860299,3.754732,6.716299,2.4985113,5.044523,5.881881,3.8873978,0
7.2386312,8.312554,6.538731,5.0504193,3.3335457,6.0762124,2.9179206,4.333995,5.6903014,3.5540612,0
5.126418,12.723227,5.641922,5.974082,3.1434407,6.2387877,1.4754733,6.0616636,6.12603,3.3469427,0
6.3680687,9.045335,7.505542,4.642212,2.9819129,6.741248,2.3341136,5.052773,5.9372993,3.9459224,0
6.6741843,8.920923,5.411884,5.044699,3.994183,6.342948,2.9380763,4.518074,5.712072,3.71231,0
7.1242642,8.613924,6.6225905,5.108831,3.187213,6.0602746,2.8404267,4.413354,5.7144523,3.5813715,0
6.4771156,8.915191,6.234716,4.7985516,3.66416,6.5971127,2.702345,4.76035,5.8110447,3.867119,0
6.384755,9.846218,6.8826113,5.1704235,2.9834118,6.3414073,2.2587564,5.087923,5.912191,3.6356914,0
6.0993824,10.699844,5.5887337,5.97412,3.16083,5.468237,2.3614728,5.0816765,5.798669,3.134951,0
5.4012547,11.3351145,5.9191313,5.5379395,3.285582,6.2912807,1.9026978,5.675109,6.015179,3.5297024,0
6.1249166,9.403991,5.6055875,4.896279,3.9333513,6.6247683,2.6806343,4.9112296,5.8271523,3.884004,0
6.1135206,10.168353,6.7686453,5.913265,2.4208133,5.1152005,2.3324237,5.0786576,5.7868676,3.0712283,0
5.6483293,11.567376,6.5457273,5.297755,3.0013044,6.756047,1.7653859,5.685632,6.099895,3.8324776,0
5.632018,11.499133,6.5569577,5.3528543,2.9267263,6.6010647,1.82854,5.638056,6.070678,3.794453,0
6.497145,9.12292,5.9779377,4.9638186,3.6834548,6.4462075,2.7292962,4.7272906,5.78706,3.7809079,0
7.1950364,7.9616714,7.3578615,4.814534,2.9195151,6.128592,2.91114,4.3354597,5.709544,3.7281506,0
6.8094654,8.167396,8.15781,4.696592,2.4836593,6.2088184,2.6080294,4.6801476,5.817196,3.795747,0
6.289112,11.0791,7.239086,5.157119,2.8922749,7.014678,1.5683291,5.6394634,6.1584544,3.706115,0
6.0379777,11.114833,6.1607294,5.6243725,3.0681586,6.1857166,2.0244486,5.361401,5.962159,3.4702165,0
6.638111,8.712167,7.964335,4.6564956,2.6657603,6.5531063,2.3996756,4.9016457,5.903508,3.8892784,0
6.6807942,9.995705,6.9299793,5.623515,2.605777,5.7191234,2.3091276,4.9225564,5.8362536,3.2909095,0
4.0315366,13.820927,5.213712,6.5471063,2.8143075,5.4509525,1.3230937,6.4867764,6.120641,3.0773487,0
5.94422,9.985931,7.0743723,4.9683323,3.080674,6.6554637,1.9970797,5.4463406,6.0186863,3.7250097,0
6.8172364,7.9649262,8.2706585,4.4062605,2.5766962,6.5259776,2.7271795,4.5992045,5.814161,4.079951,0
6.3178415,9.811493,6.6960874,5.8808794,2.4997642,5.054981,2.4916797,4.8956966,5.7341228,3.0590923,0
7.019424,9.751,7.2595725,5.083663,2.8728046,6.626183,2.2086818,4.9133105,5.94021,3.6922507,0
6.2974415,9.95109,7.572306,5.284484,2.4646838,6.0880713,2.070278,5.238527,5.94787,3.5004933,0
6.3450913,11.31978,6.6228,5.391736,3.017414,6.773076,1.7694116,5.4579954,6.079515,3.6589954,0
4.902003,12.821607,6.6632032,6.100904,2.251137,5.754278,1.3986915,6.1464257,6.124878,3.2999294,0
5.379654,11.561015,6.50172,5.3495708,3.0917432,6.672258,1.6188467,5.897217,6.1303415,3.6666682,0
4.3028836,13.280276,5.9450774,6.1813254,2.6086578,5.742352,1.3689412,6.3739896,6.138358,3.3117757,0
5.94221,9.989713,6.014184,5.1036105,3.591514,6.5222726,2.3283427,5.2055535,5.912206,3.7205799,0
7.2099338,7.575906,8.289638,4.655383,2.4433327,6.089441,2.8473547,4.352967,5.7343054,3.7772853,0
5.1141934,11.566321,6.4920063,5.346158,2.9342592,6.475222,1.7967926,5.8310885,6.0794168,3.7916374,0
6.293112,10.708684,7.749121,5.5758815,2.0433018,5.888161,1.9167247,5.3179674,5.9771194,3.4338477,0
5.608937,10.328608,6.506402,5.131586,3.4194734,6.6119723,1.8445829,5.6869416,6.052183,3.544538,0
6.726588,8.699805,5.6079373,4.9604554,3.9342542,6.3598385,2.9757178,4.4745374,5.7048306,3.7579079,0
6.385601,9.052339,6.796241,5.0885406,3.038451,6.028814,2.6231844,4.8206754,5.7886066,3.6332207,0
4.871126,11.961393,6.7205935,5.5273385,2.6860166,6.295079,1.5559934,6.081716,6.132353,3.6256726,0
5.4762464,11.516115,5.1720853,5.8028684,3.5464306,6.050967,2.061733,5.525736,5.9421244,3.3864355,0
6.6516356,10.253669,7.8891134,5.1541085,2.3725023,6.544169,1.9117371,5.236478,6.0276284,3.6781926,0
5.8044767,11.067055,5.6998396,6.2212415,2.8780982,5.1159797,2.2420764,5.252016,5.805145,2.9632223,0
6.4127717,11.382263,7.2426867,5.2226095,2.7969084,7.0620017,1.5330976,5.6165266,6.1711984,3.7435415,0
6.3800845,10.338706,7.668782,5.049788,2.599958,6.717375,1.8624057,5.3764143,6.059866,3.7574644,0
7.281688,8.726435,6.0831556,5.340891,3.3999803,5.8702183,2.9268937,4.2973113,5.6628504,3.4038866,0
5.559395,10.612164,6.5495615,5.098452,3.2975397,6.6986747,1.8739444,5.6666393,6.059135,3.7148,0
6.552811,9.567786,5.365359,5.2848105,3.8765736,6.261484,2.7029471,4.724724,5.767567,3.5715854,0
6.9763064,7.9825115,8.330788,4.6977277,2.3581872,6.1294575,2.6834674,4.558318,5.787809,3.7910464,0
6.16033,9.651754,5.441538,5.032702,3.9705324,6.5825496,2.6265798,4.92218,5.8301916,3.8091412,0
6.436447,9.568655,6.4896564,5.120792,3.31162,6.3836246,2.3937876,4.9859285,5.8738074,3.6280162,0
6.962063,7.6006646,8.466908,4.5470886,2.382868,6.1712775,2.7449691,4.517785,5.7800713,3.8452322,0
7.089169,7.8807225,7.3040037,4.713218,3.0356917,6.239062,2.9117246,4.379102,5.7218394,3.7869716,0
6.2894278,9.116549,5.93286,4.8357787,3.754215,6.571619,2.7626522,4.77259,5.7966433,3.9280026,0
7.148011,7.2819233,8.566052,4.502156,2.3347657,6.1050634,2.8726943,4.3479643,5.7393265,3.8530042,0
6.3075514,10.786114,7.4455214,5.136997,2.6676078,6.795834,1.7661531,5.471014,6.0926437,3.7661066,0
5.952558,9.450523,7.523896,4.69212,2.8688745,6.6879263,2.2212188,5.2711573,5.9746585,3.9797266,0
4.8650427,12.866648,6.257198,5.832783,2.5711,6.1666846,1.6025428,6.010984,6.1133723,3.6866336,0
6.831905,9.971038,6.0167155,5.722099,3.1523547,5.7367063,2.4915848,4.752596,5.776069,3.2311072,0
5.067896,12.4970045,6.17251,6.0373197,2.7035127,5.875268,1.5198711,6.028828,6.0907655,3.2666907,0
5.468152,11.074889,5.322721,5.5075326,3.7585018,6.368663,2.0324085,5.5777006,5.9767323,3.4904556,0
5.999215,10.079801,5.9059777,5.2563796,3.705123,6.464083,2.1351204,5.3454437,5.9464498,3.4644623,0
6.019725,10.168345,5.372804,5.112885,3.8499255,6.6016936,2.5770335,4.9858274,5.8514442,3.9016278,0
7.0179358,8.727874,7.810164,4.841308,2.6376865,6.386755,2.4960668,4.6947346,5.8511987,3.7674205,0
6.44468,8.476712,7.9168077,4.5556483,2.6973138,6.4976716,2.5461216,4.8584895,5.8660913,3.9892228,0
5.7559037,10.151763,6.965756,4.918229,3.1580215,6.756376,1.9714183,5.528634,6.0391088,3.8067493,0
4.4003916,12.820657,6.954175,6.046917,2.0660026,5.6306953,1.3099127,6.373615,6.1526375,3.314776,0
6.305195,9.097678,7.0596023,4.669797,3.261149,6.7769823,2.3845854,5.0454345,5.92239,3.9303303,0
4.89308,12.774044,6.507509,5.809067,2.6025448,6.2672176,1.3610448,6.2022095,6.179452,3.5264976,0
4.451733,12.883912,6.6917286,6.011229,2.259152,5.7796884,1.3477294,6.336202,6.1519594,3.3757064,0
7.071012,8.825307,5.736658,5.199359,3.6825721,6.115609,2.9690604,4.3446627,5.677703,3.5828838,0
6.2921605,9.830801,7.0363755,5.8619733,2.2942362,5.0348835,2.425022,4.947007,5.7538686,3.0672355,0
4.4353213,13.397142,5.2900157,6.335176,3.000891,5.7498326,1.3943685,6.321796,6.1178675,3.1668472,0
6.7456236,8.691774,5.4970903,4.9851665,3.981128,6.329864,3.0083513,4.444129,5.691935,3.732382,0
7.1115885,7.4651146,8.36217,4.5501513,2.4491282,6.147638,2.8493578,4.3878675,5.745852,3.8470845,0
7.020571,7.8096476,8.137326,4.5514383,2.6281364,6.354381,2.7169526,4.5299935,5.794748,3.8652058,0
4.8533206,13.109955,5.497931,6.5022917,2.7940261,5.4445343,1.4680028,6.125408,6.0609794,2.957584,0
